Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Home_PPDA,Away_PPDA
21/08/21,Espanol,Villarreal,0,0,D,0,0,D,Jorge Figueroa,14,12,3,2,10,10,9,7,3,4,0,0,3.1,3.4,2.3,14.882,7.524
21/08/21,Granada,Valencia,1,1,D,1,0,H,Carlos del Cerro,9,18,2,7,14,12,2,6,4,2,0,0,2.45,3.4,2.87,8.0,5.895
21/08/21,Ath Bilbao,Barcelona,1,1,D,0,0,D,Juan Martínez,16,9,7,3,15,10,13,2,1,2,0,1,4.0,3.75,1.85,13.214,6.056
22/08/21,Sociedad,Vallecano,1,0,H,0,0,D,Santiago Jaime,13,9,8,1,19,15,5,4,3,4,0,0,1.44,4.33,7.5,5.111,9.963
22/08/21,Ath Madrid,Elche,1,0,H,1,0,H,Ricardo de Burgos,8,4,4,2,16,10,2,1,2,2,0,0,1.22,5.75,17.0,11.757,16.188
22/08/21,Levante,Real Madrid,3,3,D,0,1,A,Guillermo Cuadra,8,19,4,5,17,7,4,6,3,2,1,0,5.0,4.33,1.6,12.4,8.348
23/08/21,Getafe,Sevilla,0,1,A,0,0,D,José Sánchez,12,9,0,3,18,10,5,4,2,2,0,0,3.5,3.2,2.2,11.71,10.308
23/08/21,Osasuna,Celta,0,0,D,0,0,D,Hsu Jason,15,4,7,0,19,8,1,2,4,3,0,0,2.62,3.25,2.75,6.041,14.929
27/08/21,Mallorca,Espanol,1,0,H,1,0,H,Isidro Díaz de Mera,12,8,6,3,16,17,3,2,4,3,0,1,2.6,2.9,3.1,9.346,8.043
27/08/21,Valencia,Alaves,3,0,H,2,0,H,Miguel Ángel Ortiz Arias,9,10,4,3,20,15,4,4,1,4,0,0,1.75,3.6,4.75,6.733,8.13
28/08/21,Celta,Ath Bilbao,0,1,A,0,1,A,Antonio Matéu Lahoz,13,6,0,2,12,11,5,4,2,1,0,0,2.4,3.2,3.1,4.061,11.826
28/08/21,Elche,Sevilla,1,1,D,1,1,D,Valentín Pizarro,7,18,4,5,6,9,5,3,2,0,0,0,5.0,3.6,1.72,33.923,5.667
28/08/21,Sociedad,Levante,1,0,H,1,0,H,José Luis Munuera,7,6,2,0,17,13,2,2,1,1,0,0,1.53,4.2,6.0,9.929,8.656
28/08/21,Betis,Real Madrid,0,1,A,0,0,D,Alejandro Hernández,11,13,6,3,15,13,3,7,5,3,0,0,4.2,3.8,1.8,6.971,9.742
29/08/21,Barcelona,Getafe,2,1,H,2,1,H,Pablo González,7,8,3,3,16,22,3,2,3,1,0,0,1.4,4.75,7.5,5.471,10.535
29/08/21,Cadiz,Osasuna,2,3,A,1,0,H,Adrián Cordero,7,14,3,4,9,6,4,11,4,0,0,0,3.2,3.0,2.45,16.278,5.733
29/08/21,Vallecano,Granada,4,0,H,3,0,H,Jesús Gil,19,9,6,3,19,14,5,6,1,4,0,0,2.55,3.2,2.87,6.613,7.304
29/08/21,Ath Madrid,Villarreal,2,2,D,0,0,D,César Soto,24,2,5,2,11,6,16,0,4,2,0,0,1.75,3.4,5.25,13.955,17.462
11/09/21,Levante,Vallecano,1,1,D,1,0,H,Hsu Jason,7,22,2,6,14,16,2,5,3,4,0,0,2.1,3.4,3.5,9.87,5.536
11/09/21,Ath Bilbao,Mallorca,2,0,H,0,0,D,Jorge Figueroa,19,7,5,1,7,13,7,2,1,2,0,0,1.72,3.6,5.25,10.043,7.043
12/09/21,Espanol,Ath Madrid,1,2,A,1,0,H,Juan Martínez,9,13,3,3,10,11,6,3,1,4,0,0,4.33,3.3,1.9,9.593,7.192
12/09/21,Osasuna,Valencia,1,4,A,1,1,D,Ricardo de Burgos,11,10,2,4,20,14,4,4,4,2,0,0,2.4,3.2,3.1,4.96,12.267
12/09/21,Cadiz,Sociedad,0,2,A,0,0,D,Alejandro Muñíz,6,16,1,4,10,9,2,8,4,0,1,0,5.0,3.6,1.75,26.133,3.042
12/09/21,Real Madrid,Celta,5,2,H,1,2,A,José Sánchez,15,11,11,4,8,16,7,3,2,3,0,0,1.36,5.25,8.0,11.7,18.15
13/09/21,Getafe,Elche,0,1,A,0,0,D,Mario Melero,10,8,1,3,6,14,8,2,2,3,0,0,1.8,3.4,4.75,8.276,18.75
13/09/21,Granada,Betis,1,2,A,0,1,A,Guillermo Cuadra,11,19,2,9,7,14,6,8,1,2,0,0,3.1,3.25,2.37,17.5,7.393
17/09/21,Celta,Cadiz,1,2,A,0,2,A,Isidro Díaz de Mera,14,7,4,3,8,8,7,1,3,3,0,0,1.45,4.33,7.0,3.353,24.188
18/09/21,Vallecano,Getafe,3,0,H,1,0,H,Adrián Cordero,11,13,5,3,20,16,5,3,6,7,0,0,2.37,2.9,3.4,8.733,5.0
18/09/21,Ath Madrid,Ath Bilbao,0,0,D,0,0,D,Jesús Gil,14,6,2,0,10,13,5,5,6,2,1,0,1.65,3.6,6.0,12.095,11.727
18/09/21,Elche,Levante,1,1,D,1,0,H,Miguel Ángel Ortiz Arias,9,11,2,6,10,14,4,7,2,2,0,0,2.4,3.1,3.2,22.455,16.438
18/09/21,Alaves,Osasuna,0,2,A,0,2,A,Alejandro Hernández,8,13,3,5,11,14,2,8,4,3,0,0,3.1,3.0,2.55,5.423,6.939
19/09/21,Mallorca,Villarreal,0,0,D,0,0,D,Carlos del Cerro,10,11,1,3,11,16,3,1,2,3,0,0,3.5,3.0,2.3,11.962,6.36
19/09/21,Sociedad,Sevilla,0,0,D,0,0,D,Antonio Matéu Lahoz,11,11,4,4,16,11,5,6,2,3,0,0,2.55,3.2,2.87,8.962,15.917
19/09/21,Betis,Espanol,2,2,D,2,1,H,César Soto,23,11,9,4,13,9,10,4,4,4,1,0,2.0,3.2,4.2,6.96,14.611
19/09/21,Valencia,Real Madrid,1,2,A,0,0,D,Pablo González,12,18,4,10,14,14,2,5,1,5,0,0,3.8,3.8,1.9,11.37,12.7
20/09/21,Barcelona,Granada,1,1,D,0,1,A,Santiago Jaime,17,5,6,2,15,20,12,4,3,6,0,0,1.28,5.75,10.0,3.24,11.704
21/09/21,Getafe,Ath Madrid,1,2,A,1,0,H,Guillermo Cuadra,7,12,2,4,15,11,2,5,4,5,1,0,6.0,3.5,1.66,12.125,6.312
21/09/21,Ath Bilbao,Vallecano,1,2,A,1,1,D,José Luis Munuera,8,8,1,3,16,20,2,1,3,3,0,0,1.85,3.5,4.33,7.0,5.765
21/09/21,Levante,Celta,0,2,A,0,0,D,Jorge Figueroa,6,4,2,2,16,12,2,4,3,2,0,0,2.6,3.4,2.7,6.439,6.533
22/09/21,Espanol,Alaves,1,0,H,0,0,D,Mario Melero,10,8,2,2,14,18,4,8,2,1,0,0,1.8,3.5,4.75,7.4,7.882
22/09/21,Sevilla,Valencia,3,1,H,3,1,H,José Sánchez,11,8,5,3,25,21,1,4,5,3,0,0,1.61,3.8,6.0,3.971,7.879
22/09/21,Real Madrid,Mallorca,6,1,H,3,1,H,Hsu Jason,18,17,12,5,18,8,3,2,2,1,0,0,1.22,6.5,12.0,5.571,19.471
22/09/21,Villarreal,Elche,4,1,H,2,1,H,Alejandro Muñíz,14,9,9,3,16,11,8,7,1,2,0,0,1.5,4.2,6.5,6.029,11.538
23/09/21,Granada,Sociedad,2,3,A,1,0,H,Valentín Pizarro,10,20,2,11,11,16,4,7,5,1,0,0,4.2,3.4,1.9,13.789,8.824
23/09/21,Osasuna,Betis,1,3,A,1,1,D,Juan Martínez,11,16,3,9,18,10,4,7,2,0,0,0,2.37,3.25,3.0,11.217,13.0
23/09/21,Cadiz,Barcelona,0,0,D,0,0,D,Carlos del Cerro,13,6,3,2,16,8,4,5,3,4,0,1,6.0,4.33,1.5,16.579,7.611
25/09/21,Alaves,Ath Madrid,1,0,H,1,0,H,Antonio Matéu Lahoz,7,13,1,1,18,11,3,8,2,3,0,0,7.5,4.0,1.5,22.733,4.905
25/09/21,Valencia,Ath Bilbao,1,1,D,0,0,D,Alejandro Hernández,13,12,6,4,14,17,4,5,5,2,1,0,2.6,3.2,2.8,4.75,8.5
25/09/21,Sevilla,Espanol,2,0,H,1,0,H,Pablo González,12,13,5,2,10,8,4,8,4,0,1,0,1.57,3.8,6.5,9.238,13.476
25/09/21,Real Madrid,Villarreal,0,0,D,0,0,D,Jesús Gil,15,6,2,2,10,12,6,3,1,2,0,0,1.5,4.75,5.75,9.943,11.684
26/09/21,Mallorca,Osasuna,2,3,A,2,1,H,Miguel Ángel Ortiz Arias,17,12,8,6,8,17,5,5,2,3,0,0,2.7,3.2,2.75,8.867,7.56
26/09/21,Barcelona,Levante,3,0,H,2,0,H,Isidro Díaz de Mera,20,6,12,2,11,16,11,1,1,3,0,0,1.4,5.5,6.5,7.818,13.156
26/09/21,Sociedad,Elche,1,0,H,0,0,D,Adrián Cordero,17,5,5,2,12,16,6,1,1,3,0,0,1.4,4.5,9.0,7.381,17.111
26/09/21,Vallecano,Cadiz,3,1,H,2,1,H,Ricardo de Burgos,13,6,6,1,11,11,4,3,2,4,0,0,1.6,3.8,6.0,4.885,7.147
26/09/21,Betis,Getafe,2,0,H,1,0,H,Santiago Jaime,20,8,5,3,12,19,3,3,1,3,0,0,1.75,3.6,4.75,9.875,6.925
27/09/21,Celta,Granada,1,0,H,0,0,D,César Soto,14,7,5,4,9,12,5,3,2,7,0,0,1.61,4.0,5.5,4.087,15.053
01/10/21,Ath Bilbao,Alaves,1,0,H,1,0,H,Carlos del Cerro,16,17,5,5,16,12,13,9,3,2,0,0,1.53,3.75,7.5,6.828,12.778
02/10/21,Osasuna,Vallecano,1,0,H,0,0,D,Mario Melero,7,7,3,0,19,9,6,3,3,3,0,0,2.15,3.4,3.4,5.222,18.6
02/10/21,Mallorca,Levante,1,0,H,0,0,D,Alejandro Muñíz,9,6,7,2,18,25,8,3,4,4,0,0,2.1,3.2,3.4,7.44,5.0
02/10/21,Cadiz,Valencia,0,0,D,0,0,D,Valentín Pizarro,2,16,1,4,16,11,1,3,3,4,0,0,3.4,3.0,2.3,10.5,5.5
02/10/21,Ath Madrid,Barcelona,2,0,H,2,0,H,César Soto,6,9,3,2,13,10,2,6,2,1,0,0,1.9,3.5,4.0,28.286,15.25
03/10/21,Elche,Celta,1,0,H,0,0,D,José Luis Munuera,12,10,5,1,14,19,7,4,4,3,0,0,3.3,3.2,2.3,8.741,5.567
03/10/21,Espanol,Real Madrid,2,1,H,1,0,H,Guillermo Cuadra,8,18,4,4,12,13,2,8,2,1,0,0,5.0,4.0,1.66,20.0,7.545
03/10/21,Getafe,Sociedad,1,1,D,1,0,H,Jorge Figueroa,9,10,2,5,16,11,2,5,4,2,0,0,3.6,3.1,2.2,7.5,5.0
03/10/21,Villarreal,Betis,2,0,H,1,0,H,José Sánchez,11,10,5,3,14,9,4,6,2,4,0,0,2.0,3.6,3.6,6.658,20.278
03/10/21,Granada,Sevilla,1,0,H,1,0,H,Hsu Jason,3,14,1,3,13,11,2,6,3,4,0,1,4.8,3.4,1.72,16.304,10.0
16/10/21,Levante,Getafe,0,0,D,0,0,D,Mario Melero,6,14,2,4,14,10,3,11,3,3,0,0,2.5,2.9,3.25,7.3,11.714
16/10/21,Sociedad,Mallorca,1,0,H,0,0,D,Pablo González,10,7,2,1,11,21,2,6,3,3,1,0,1.4,4.5,8.5,7.435,6.4
17/10/21,Vallecano,Elche,2,1,H,1,1,D,Santiago Jaime,10,7,4,3,16,11,6,2,2,2,0,0,1.8,3.5,4.75,7.16,9.15
17/10/21,Celta,Sevilla,0,1,A,0,0,D,Ricardo de Burgos,14,8,3,2,13,9,5,4,2,3,0,0,3.4,3.25,2.2,16.4,13.824
17/10/21,Villarreal,Osasuna,1,2,A,0,1,A,Adrián Cordero,11,6,6,2,6,14,4,4,1,5,0,0,1.66,3.75,5.25,5.312,15.0
17/10/21,Barcelona,Valencia,3,1,H,2,1,H,Jesús Gil,12,9,5,3,16,13,9,3,2,3,0,0,1.5,4.33,6.5,12.125,12.037
18/10/21,Alaves,Betis,0,1,A,0,0,D,Miguel Ángel Ortiz Arias,14,19,2,4,8,11,7,7,1,1,0,0,3.5,3.3,2.15,22.538,10.0
18/10/21,Espanol,Cadiz,2,0,H,1,0,H,Antonio Matéu Lahoz,14,13,6,2,8,10,7,9,1,0,0,0,1.66,3.6,5.75,20.182,11.455
22/10/21,Osasuna,Granada,1,1,D,1,0,H,Alejandro Muñíz,17,9,6,4,15,11,4,1,1,3,1,0,1.72,3.5,5.25,9.231,9.385
23/10/21,Valencia,Mallorca,2,2,D,0,2,A,Carlos del Cerro,20,9,6,4,15,19,5,0,4,5,0,2,1.66,3.8,5.25,3.75,7.4
23/10/21,Cadiz,Alaves,0,2,A,0,1,A,Hsu Jason,23,8,4,4,11,14,14,3,0,2,0,0,2.5,2.9,3.2,5.4,14.684
23/10/21,Elche,Espanol,2,2,D,1,0,H,Jorge Figueroa,12,20,7,7,15,9,3,7,3,1,0,0,2.7,3.0,2.87,8.92,17.333
23/10/21,Ath Bilbao,Villarreal,2,1,H,1,1,D,Guillermo Cuadra,14,11,7,3,7,12,9,2,0,3,0,0,2.45,3.0,3.2,9.929,28.222
24/10/21,Sevilla,Levante,5,3,H,3,1,H,Valentín Pizarro,18,12,11,7,13,6,10,3,1,2,0,0,1.44,4.2,8.0,9.28,17.824
24/10/21,Barcelona,Real Madrid,1,2,A,0,1,A,José Sánchez,12,10,2,5,17,13,7,4,1,1,0,0,2.75,3.6,2.45,6.976,20.0
24/10/21,Betis,Vallecano,3,2,H,2,1,H,Ricardo de Burgos,11,14,5,3,12,12,4,4,1,2,0,0,1.83,3.75,4.2,12.667,10.727
24/10/21,Ath Madrid,Sociedad,2,2,D,0,1,A,José Luis Munuera,17,8,4,4,14,14,4,3,1,3,0,0,1.61,3.7,6.0,9.92,16.467
25/10/21,Getafe,Celta,0,3,A,0,0,D,Juan Martínez,11,16,2,8,15,11,2,7,2,2,2,0,2.5,3.0,3.1,14.214,5.931
26/10/21,Alaves,Elche,1,0,H,0,0,D,Jesús Gil,16,4,5,1,13,9,4,7,1,1,0,0,2.3,3.0,3.5,11.2,7.773
26/10/21,Espanol,Ath Bilbao,1,1,D,1,0,H,Miguel Ángel Ortiz Arias,14,23,3,7,7,12,8,12,1,2,1,0,2.9,3.0,2.62,14.812,9.476
26/10/21,Villarreal,Cadiz,3,3,D,1,2,A,Alejandro Hernández,14,9,5,4,13,9,8,2,3,6,0,0,1.3,5.5,9.5,4.368,19.812
27/10/21,Mallorca,Sevilla,1,1,D,1,0,H,Santiago Jaime,11,10,4,3,16,14,4,2,3,6,1,0,5.5,3.3,1.75,13.645,4.593
27/10/21,Vallecano,Barcelona,1,0,H,1,0,H,Antonio Matéu Lahoz,13,16,3,1,17,12,3,7,2,2,0,0,4.33,3.75,1.8,11.0,4.708
27/10/21,Betis,Valencia,4,1,H,2,1,H,Isidro Díaz de Mera,14,10,9,4,14,19,4,7,2,5,0,0,1.85,3.5,4.5,3.952,8.107
27/10/21,Real Madrid,Osasuna,0,0,D,0,0,D,César Soto,17,7,3,0,12,10,11,3,1,1,0,0,1.3,5.5,9.0,7.8,18.579
28/10/21,Celta,Sociedad,0,2,A,0,0,D,Mario Melero,14,11,6,4,12,11,7,6,1,0,0,0,2.87,3.4,2.45,6.71,12.714
28/10/21,Granada,Getafe,1,1,D,0,1,A,Adrián Cordero,18,6,3,4,10,15,5,0,1,4,0,0,2.6,2.8,3.25,3.762,13.321
28/10/21,Levante,Ath Madrid,2,2,D,1,1,D,Pablo González,10,7,3,3,15,11,5,2,3,5,1,0,5.5,3.8,1.65,15.304,10.556
30/10/21,Elche,Real Madrid,1,2,A,0,1,A,Ricardo de Burgos,13,17,4,5,11,13,5,4,2,0,1,0,7.5,4.5,1.44,17.6,11.636
30/10/21,Sevilla,Osasuna,2,0,H,1,0,H,Carlos del Cerro,16,10,4,3,17,10,4,5,2,2,0,0,1.53,4.0,7.0,6.5,22.214
30/10/21,Valencia,Villarreal,2,0,H,1,0,H,José Luis Munuera,9,11,3,1,19,17,7,6,2,4,0,0,2.9,3.4,2.45,12.043,2.083
30/10/21,Barcelona,Alaves,1,1,D,0,0,D,Jorge Figueroa,16,3,5,2,11,11,9,0,0,2,0,0,1.28,5.5,11.0,6.062,35.545
31/10/21,Cadiz,Mallorca,1,1,D,0,1,A,Valentín Pizarro,13,11,2,5,14,16,6,5,3,7,0,2,2.5,3.0,3.2,8.067,6.217
31/10/21,Ath Madrid,Betis,3,0,H,1,0,H,Hsu Jason,18,8,9,1,11,12,13,0,0,0,0,0,1.6,3.8,6.0,13.818,12.842
31/10/21,Getafe,Espanol,2,1,H,1,1,D,Alejandro Muñíz,12,10,7,3,18,11,6,11,7,4,0,0,2.45,3.0,3.2,8.107,10.429
31/10/21,Sociedad,Ath Bilbao,1,1,D,0,0,D,Juan Martínez,8,11,3,5,21,14,2,7,4,3,0,1,2.1,3.2,3.8,7.111,12.905
01/11/21,Vallecano,Celta,0,0,D,0,0,D,Adrián Cordero,11,10,5,4,13,14,4,7,2,5,0,0,2.37,3.25,3.1,8.625,7.0
01/11/21,Levante,Granada,0,3,A,0,2,A,José Sánchez,12,12,3,6,14,13,3,5,4,2,0,0,1.95,3.4,4.0,10.87,8.6
05/11/21,Ath Bilbao,Cadiz,0,1,A,0,1,A,Santiago Jaime,15,8,5,4,14,19,5,1,2,1,0,0,1.36,4.75,9.0,2.778,12.913
06/11/21,Espanol,Granada,2,0,H,2,0,H,Isidro Díaz de Mera,17,18,6,5,12,8,5,3,1,1,0,0,1.85,3.4,4.5,17.533,11.278
06/11/21,Celta,Barcelona,3,3,D,0,3,A,Alejandro Hernández,18,10,4,6,18,18,3,1,3,6,0,0,3.3,3.6,2.1,6.833,10.0
06/11/21,Alaves,Levante,2,1,H,0,1,A,Adrián Cordero,10,12,3,7,21,17,1,3,3,3,0,0,2.5,3.0,3.2,5.04,11.318
06/11/21,Real Madrid,Vallecano,2,1,H,2,0,H,Pablo González,15,19,7,7,8,14,4,5,1,2,0,0,1.33,5.5,8.0,17.286,13.0
07/11/21,Villarreal,Getafe,1,0,H,1,0,H,Jesús Gil,10,5,4,2,12,13,6,4,1,1,0,0,1.5,4.0,7.0,4.879,9.795
07/11/21,Valencia,Ath Madrid,3,3,D,0,1,A,César Soto,11,13,5,7,12,17,9,0,2,2,0,0,4.5,3.2,1.95,11.72,8.615
07/11/21,Mallorca,Elche,2,2,D,0,0,D,Mario Melero,18,7,6,2,11,19,3,3,2,3,0,0,2.05,3.0,4.33,6.71,9.318
07/11/21,Osasuna,Sociedad,0,2,A,0,0,D,Miguel Ángel Ortiz Arias,6,9,2,4,11,12,5,2,0,2,0,0,3.1,3.3,2.35,11.577,8.048
07/11/21,Betis,Sevilla,0,2,A,0,0,D,Antonio Matéu Lahoz,8,11,1,2,12,13,2,1,3,1,1,0,3.0,3.3,2.45,22.0,7.176
19/11/21,Levante,Ath Bilbao,0,0,D,0,0,D,José Luis Munuera,15,7,2,2,16,7,6,3,2,1,0,0,3.5,3.3,2.15,9.393,9.565
20/11/21,Celta,Villarreal,1,1,D,0,1,A,Hsu Jason,12,18,3,6,14,17,3,5,1,1,0,0,2.75,3.3,2.55,5.3,9.321
20/11/21,Sevilla,Alaves,2,2,D,1,2,A,Alejandro Muñíz,16,8,6,3,14,17,5,2,4,4,0,0,1.44,4.33,8.5,4.333,13.714
20/11/21,Ath Madrid,Osasuna,1,0,H,0,0,D,José Sánchez,15,9,2,3,7,8,7,4,2,2,0,0,1.44,4.33,8.0,12.0,14.647
20/11/21,Barcelona,Espanol,1,0,H,0,0,D,Carlos del Cerro,16,12,6,2,17,9,4,4,4,2,0,0,1.36,5.25,7.5,6.258,16.947
21/11/21,Getafe,Cadiz,4,0,H,1,0,H,Ricardo de Burgos,17,10,8,2,14,7,3,7,2,4,0,0,2.0,3.1,4.33,10.538,15.071
21/11/21,Granada,Real Madrid,1,4,A,1,2,A,Juan Martínez,11,21,3,10,10,7,9,6,1,1,1,0,7.0,4.5,1.45,15.5,16.0
21/11/21,Elche,Betis,0,3,A,0,3,A,Valentín Pizarro,14,9,4,4,12,14,10,1,1,2,0,1,3.6,3.4,2.1,16.692,17.938
21/11/21,Sociedad,Valencia,0,0,D,0,0,D,Mario Melero,9,8,2,3,11,16,2,4,4,7,1,0,1.72,3.8,4.75,6.5,11.84
22/11/21,Vallecano,Mallorca,3,1,H,2,0,H,Jorge Figueroa,15,11,6,5,14,17,6,4,3,2,0,0,1.8,3.5,4.75,5.655,4.917
26/11/21,Ath Bilbao,Granada,2,2,D,1,2,A,Adrián Cordero,17,8,5,4,12,9,8,3,1,1,1,0,1.36,4.75,9.5,6.167,18.462
27/11/21,Alaves,Celta,1,2,A,1,1,D,Pablo González,13,8,5,5,12,15,5,3,3,2,0,0,2.9,3.1,2.55,19.562,8.0
27/11/21,Valencia,Vallecano,1,1,D,1,0,H,Alejandro Hernández,8,12,4,6,18,15,3,9,6,5,0,0,2.0,3.4,3.9,7.28,6.143
27/11/21,Mallorca,Getafe,0,0,D,0,0,D,Santiago Jaime,12,11,2,0,8,19,2,0,3,0,0,0,2.3,2.9,3.75,11.667,6.222
27/11/21,Villarreal,Barcelona,1,3,A,0,0,D,César Soto,14,12,2,6,19,14,4,4,2,2,0,0,2.7,3.4,2.6,6.176,13.056
28/11/21,Betis,Levante,3,1,H,0,1,A,Miguel Ángel Ortiz Arias,26,8,8,2,16,9,5,8,2,3,0,0,1.66,4.2,4.75,4.667,10.789
28/11/21,Espanol,Sociedad,1,0,H,0,0,D,Antonio Matéu Lahoz,8,10,2,4,15,7,2,9,1,1,0,0,3.2,3.2,2.3,17.05,8.333
28/11/21,Cadiz,Ath Madrid,1,4,A,0,0,D,Jesús Gil,8,17,0,7,13,11,4,8,2,0,0,0,8.0,3.8,1.5,17.0,9.652
28/11/21,Real Madrid,Sevilla,2,1,H,1,1,D,José Sánchez,14,11,4,6,10,9,0,4,3,3,0,0,1.7,4.0,4.75,21.333,20.214
29/11/21,Osasuna,Elche,1,1,D,1,1,D,Isidro Díaz de Mera,17,10,4,4,16,12,5,4,1,3,0,0,1.8,3.4,4.75,6.667,11.25
01/12/21,Real Madrid,Ath Bilbao,1,0,H,1,0,H,Isidro Díaz de Mera,17,18,7,2,12,13,7,6,2,3,0,0,1.44,4.75,7.0,11.611,14.792
03/12/21,Granada,Alaves,2,1,H,1,0,H,Hsu Jason,9,14,2,2,17,15,3,5,2,2,0,0,2.37,3.1,3.25,7.438,9.2
04/12/21,Sevilla,Villarreal,1,0,H,1,0,H,Carlos del Cerro,8,16,3,2,9,10,5,8,2,2,0,0,2.0,3.3,4.0,9.833,8.192
04/12/21,Barcelona,Betis,0,1,A,0,0,D,Pablo González,12,8,3,2,17,12,6,1,1,2,0,0,1.5,4.5,6.5,5.294,13.815
04/12/21,Ath Madrid,Mallorca,1,2,A,0,0,D,Juan Martínez,14,10,6,3,13,16,8,5,2,5,0,0,1.3,5.25,11.0,4.0,14.286
04/12/21,Sociedad,Real Madrid,0,2,A,0,0,D,Jesús Gil,11,13,0,8,12,8,5,5,2,0,0,0,3.3,3.3,2.25,9.852,32.0
05/12/21,Vallecano,Espanol,1,0,H,0,0,D,José Luis Munuera,7,10,0,3,18,11,6,3,3,3,0,1,2.15,3.1,3.8,5.816,11.842
05/12/21,Elche,Cadiz,3,1,H,1,0,H,Alejandro Muñíz,8,15,3,6,16,15,3,3,7,3,0,0,2.05,3.1,4.2,6.667,8.265
05/12/21,Levante,Osasuna,0,0,D,0,0,D,Valentín Pizarro,11,11,3,1,12,16,7,2,2,3,0,0,2.4,3.2,3.1,9.211,11.37
05/12/21,Celta,Valencia,1,2,A,1,1,D,Ricardo de Burgos,11,8,5,5,10,22,6,4,3,2,0,0,2.1,3.25,3.75,3.36,9.7
06/12/21,Getafe,Ath Bilbao,0,0,D,0,0,D,Jorge Figueroa,17,9,5,3,14,14,5,3,2,1,0,0,3.5,3.0,2.3,12.9,7.6
10/12/21,Mallorca,Celta,0,0,D,0,0,D,Isidro Díaz de Mera,12,14,1,5,14,11,7,4,3,2,0,0,2.5,3.0,3.1,3.486,4.308
11/12/21,Espanol,Levante,4,3,H,1,2,A,Adrián Cordero,17,14,8,5,9,15,4,2,4,4,0,1,2.05,3.3,3.8,14.722,10.538
11/12/21,Alaves,Getafe,1,1,D,0,1,A,César Soto,9,11,1,2,18,15,1,1,4,4,1,0,2.45,2.9,3.2,4.786,11.259
11/12/21,Valencia,Elche,2,1,H,1,0,H,Santiago Jaime,21,8,8,4,15,12,8,1,3,2,0,0,1.75,3.5,5.0,6.205,4.731
11/12/21,Ath Bilbao,Sevilla,0,1,A,0,1,A,Alejandro Hernández,13,6,2,1,17,10,9,2,4,3,0,0,2.5,3.0,3.1,9.207,18.857
12/12/21,Villarreal,Vallecano,2,0,H,2,0,H,Mario Melero,13,19,5,7,16,14,5,6,1,3,0,0,1.72,3.8,4.75,6.097,10.0
12/12/21,Osasuna,Barcelona,2,2,D,1,1,D,Juan Martínez,8,10,3,2,16,16,6,5,5,4,0,0,4.0,3.5,1.9,9.6,6.35
12/12/21,Betis,Sociedad,4,0,H,1,0,H,José Sánchez,11,15,5,5,12,10,4,7,3,1,0,0,2.25,3.3,3.3,10.2,10.2
12/12/21,Real Madrid,Ath Madrid,2,0,H,1,0,H,Antonio Matéu Lahoz,7,9,3,6,17,15,3,6,2,3,0,0,2.05,3.5,3.6,9.864,11.158
