Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,Season,Home_EMA_Points,Home_EMA_GS,Home_EMA_GC,Away_EMA_Points,Away_EMA_GS,Away_EMA_GC,Home_Expected_Offense,Away_Expected_Offense,Target
2024-03-10,Betis,Villarreal,2,3,A,13,6,4,4,11,4,23-24,1.3994668125397483,1.4175176344580422,1.1130324017544528,2.176372311533135,2.886648543812369,1.125309557581301,36.5,47.9,0
2024-03-10,Alaves,Vallecano,1,0,H,12,9,4,3,7,5,23-24,0.7709451988147703,0.6276249529439576,0.9400415501998719,0.5583721875605188,0.7211745702855656,1.6349402052169393,27.3,0.0,2
2024-03-10,Las Palmas,Ath Bilbao,0,2,A,14,7,2,2,10,3,23-24,1.095370275016794,1.6788412777267836,2.162223805907054,1.279613176792187,1.040274710282924,1.0243370531899623,14.400000000000002,52.8,0
2024-03-10,Real Madrid,Celta,4,0,H,24,11,13,1,12,1,23-24,1.8952220597717668,1.770651213345103,0.9608689817533609,1.504968854628024,1.3973434287539543,1.1793730035968426,94.0,33.8,2
2024-03-11,Almeria,Sevilla,2,2,D,14,19,4,6,1,8,23-24,0.49725045618043057,0.7430478137543123,1.3361823633720529,1.7072551567047332,1.365750229043068,1.2590588477331892,20.1,22.8,1
2024-03-15,Sociedad,Cadiz,2,0,H,14,13,6,2,8,2,23-24,1.4631796427973753,1.8470569836228021,1.9824499863319835,1.459144434815255,1.2084791127556722,0.9504552497790849,29.5,1.3,2
2024-03-16,Mallorca,Granada,1,0,H,18,8,8,3,10,2,23-24,1.0774092375844408,0.6550871763164835,1.0063688582509762,0.3573282901928375,1.4341777365927055,2.809494358850597,20.7,23.0,2
2024-03-16,Osasuna,Real Madrid,2,4,A,9,17,4,9,5,7,23-24,1.4108858679457719,0.724682264031782,1.0507139839050925,2.263481373181178,2.513767475563402,0.6405793211689074,21.299999999999997,94.0,0
2024-03-16,Getafe,Girona,1,0,H,11,13,3,3,2,5,23-24,0.6527358047822124,1.1078383400163194,2.0054682965923485,1.7115164092108466,1.508056796118125,0.8440147655006262,29.900000000000002,93.4,2
2024-03-16,Ath Bilbao,Alaves,2,0,H,16,7,4,3,5,4,23-24,1.8530754511947913,1.360183140188616,0.6828913687933083,1.5139634658765135,0.7517499686293051,0.6266943667999146,52.8,27.3,2
2024-03-17,Ath Madrid,Barcelona,0,3,A,12,9,3,5,7,3,23-24,1.3724228026408938,1.4400358780800222,1.3801820050147633,2.346159739456102,1.6425614016918682,0.5012923469233938,59.5,75.4,0
2024-03-17,Vallecano,Betis,2,0,H,8,11,4,1,4,8,23-24,0.3722481250403459,0.4807830468570438,1.4232934701446263,0.932977875026499,1.6116784229720282,1.7420216011696352,0.0,36.5,2
2024-03-17,Villarreal,Valencia,1,0,H,13,14,7,7,6,2,23-24,2.4509148743554237,2.9244323625415793,1.416873038387534,1.791063677850043,1.0769630823181802,0.8506313282506773,47.9,16.0,2
2024-03-17,Sevilla,Celta,1,2,A,11,18,4,5,3,8,23-24,1.4715034378031555,1.5771668193620454,1.5060392318221263,1.0033125697520162,0.9315622858359697,2.119582002397895,22.8,33.8,0
2024-03-17,Las Palmas,Almeria,0,1,A,21,3,6,2,11,3,23-24,0.730246850011196,1.1192275184845226,2.1081492039380363,0.6648336374536203,1.1620318758362083,1.557454908914702,14.400000000000002,20.1,0
2024-03-29,Cadiz,Granada,1,0,H,13,10,5,2,5,2,23-24,0.9727629565435034,0.8056527418371149,1.3003034998527232,0.23821886012855836,0.9561184910618038,2.206329572567065,1.3,23.0,2
2024-03-30,Getafe,Sevilla,0,1,A,18,10,5,3,7,3,23-24,1.4351572031881417,1.0718922266775464,1.3369788643948992,0.9810022918687704,1.384777879574697,1.670692821214751,29.900000000000002,22.8,0
2024-03-30,Almeria,Osasuna,0,3,A,12,6,5,4,6,1,23-24,1.4432224249690804,1.1080212505574722,1.0383032726098016,0.9405905786305147,1.149788176021188,2.033809322603395,20.1,21.299999999999997,0
2024-03-30,Valencia,Mallorca,0,0,D,14,11,5,3,3,3,23-24,1.1940424519000288,0.7179753882121201,0.9004208855004516,1.718272825056294,0.7700581175443224,0.6709125721673176,16.0,20.7,1
2024-03-30,Barcelona,Las Palmas,1,0,H,14,8,2,0,6,1,23-24,2.5641064929707347,2.0950409344612457,0.3341948979489292,0.4868312333407974,0.7461516789896818,1.738766135958691,75.4,14.400000000000002,2
2024-03-31,Celta,Vallecano,0,0,D,13,8,0,2,3,2,23-24,1.6688750465013442,1.2877081905573131,1.7463880015985969,1.2481654166935638,0.9871886979046959,0.9488623134297509,33.8,0.0,1
2024-03-31,Girona,Betis,3,2,H,9,7,5,4,5,4,23-24,1.1410109394738979,1.0053711974120836,0.8960098436670841,0.621985250017666,1.0744522819813522,1.828014400779757,93.4,36.5,2
2024-03-31,Alaves,Sociedad,0,1,A,3,12,0,3,3,8,23-24,1.009308977251009,0.5011666457528702,1.084462911199943,1.9754530951982503,1.8980379890818682,1.3216333242213225,27.3,29.5,0
2024-03-31,Real Madrid,Ath Bilbao,2,0,H,9,7,4,3,4,7,23-24,2.5089875821207857,3.0091783170422683,1.0937195474459382,2.235383634129861,1.5734554267924108,0.45526091252887224,94.0,52.8,2
2024-04-01,Villarreal,Ath Madrid,1,2,A,11,14,2,8,3,3,23-24,2.6339432495702826,2.282954908361053,0.9445820255916895,0.9149485350939293,0.9600239187200149,1.9201213366765089,47.9,59.5,0
2024-04-04,Granada,Valencia,0,1,A,13,6,3,2,5,4,23-24,0.15881257341903893,0.6374123273745359,1.8042197150447101,1.1293616346000193,0.47865025880808015,0.6002805903336345,23.0,16.0,0
2024-04-12,Betis,Celta,2,1,H,15,12,3,5,6,5,23-24,0.4146568333451107,1.3829681879875682,2.218676267186505,1.4459166976675628,0.8584721270382089,1.164258667732398,36.5,33.8,2
2024-04-13,Cadiz,Barcelona,0,1,A,14,12,3,2,8,4,23-24,1.648508637695669,0.8704351612247433,0.8668689999018155,2.7094043286471567,1.7300272896408306,0.2227965986326195,1.3,75.4,0
2024-04-13,Ath Madrid,Girona,3,1,H,17,12,4,5,2,0,23-24,1.6099656900626196,1.30668261248001,1.6134142244510061,1.7606739596492653,1.6702474649413892,1.2640065624447228,59.5,93.4,2
2024-04-13,Vallecano,Getafe,0,0,D,11,7,2,0,3,0,23-24,1.1654436111290427,0.6581257986031307,0.632574875619834,0.9567714687920945,0.714594817785031,1.2246525762632663,0.0,29.900000000000002,1
2024-04-13,Mallorca,Real Madrid,0,1,A,6,16,2,9,4,2,23-24,1.4788485500375295,0.5133720783628817,0.4472750481115451,2.672658388080524,2.672785544694846,0.7291463649639589,20.7,94.0,0
2024-04-14,Las Palmas,Sevilla,0,2,A,5,10,2,3,6,2,23-24,0.32455415556053163,0.4974344526597879,1.492510757305794,1.6540015279125138,1.2565185863831314,1.1137952141431675,14.400000000000002,22.8,0
2024-04-14,Granada,Alaves,2,0,H,9,8,3,3,1,5,23-24,0.10587504894602597,0.424941551583024,1.5361464766964736,0.6728726515006728,0.3341110971685802,1.0563086074666288,23.0,27.3,2
2024-04-14,Ath Bilbao,Villarreal,1,1,D,13,10,6,2,3,1,23-24,1.4902557560865743,1.048970284528274,0.9701739416859149,1.7559621663801885,1.8553032722407024,1.2963880170611264,52.8,47.9,1
2024-04-14,Sociedad,Almeria,2,2,D,17,7,4,3,5,1,23-24,2.316968730132167,1.5986919927212455,0.8810888828142152,0.9621482833127204,0.7386808337049816,1.6922021817398678,29.5,20.1,1
2024-04-15,Osasuna,Valencia,0,1,A,13,4,2,3,4,1,23-24,1.6270603857536765,1.7665254506807921,1.3558728817355967,1.7529077564000128,0.6524335058720534,0.400187060222423,21.299999999999997,16.0,0
2024-04-19,Ath Bilbao,Granada,1,1,D,17,5,6,0,11,4,23-24,1.326837170724383,1.0326468563521827,0.9801159611239433,1.0705833659640174,0.9499610343886826,1.0240976511309825,52.8,23.0,1
2024-04-20,Girona,Cadiz,4,1,H,10,12,5,5,2,4,23-24,1.173782639766177,1.4468316432942596,1.8426710416298153,1.0990057584637796,0.5802901074831622,0.9112459999345437,93.4,1.3,2
2024-04-20,Celta,Las Palmas,4,1,H,21,9,13,4,8,4,23-24,0.9639444651117086,0.9056480846921393,1.4428391118215989,0.21636943704035444,0.33162296843985867,1.6616738382038627,33.8,14.400000000000002,2
2024-04-20,Vallecano,Osasuna,2,1,H,17,6,6,2,5,1,23-24,1.1102957407526952,0.43875053240208717,0.4217165837465561,1.0847069238357845,1.177683633787195,1.2372485878237311,0.0,21.299999999999997,2
2024-04-20,Valencia,Betis,1,2,A,8,12,5,6,7,6,23-24,2.168605170933342,0.7682890039147023,0.26679137348161536,1.2764378888967405,1.588645458658379,1.8124508447910033,16.0,36.5,0
2024-04-21,Getafe,Sociedad,1,1,D,6,7,4,3,0,4,23-24,0.9711809791947297,0.4763965451900207,0.8164350508421776,1.8779791534214447,1.7324613284808303,1.2540592552094767,29.900000000000002,29.5,1
2024-04-21,Almeria,Villarreal,1,2,A,24,11,5,3,5,2,23-24,0.9747655222084803,1.159120555803321,1.7948014544932454,1.5039747775867924,1.5702021814938016,1.1975920113740843,20.1,47.9,0
2024-04-21,Alaves,Ath Madrid,2,0,H,8,15,3,4,1,11,23-24,0.4485817676671152,0.22274073144572015,1.3708724049777525,2.0733104600417467,1.87112174165334,1.4089428163006708,27.3,59.5,2
2024-04-21,Real Madrid,Barcelona,3,2,H,14,14,8,6,2,8,23-24,2.7817722587203493,2.1151903631298974,0.4860975766426393,2.806269552431438,1.4866848597605538,0.14853106575507968,94.0,75.4,2
2024-04-22,Sevilla,Mallorca,2,1,H,11,8,4,6,4,4,23-24,2.1026676852750095,1.504345724255421,0.7425301427621117,0.985899033358353,0.3422480522419212,0.6315166987410301,22.8,20.7,2
2024-04-26,Sociedad,Real Madrid,0,1,A,9,5,3,3,11,3,23-24,1.5853194356142966,1.4883075523205536,1.1693728368063179,2.8545148391468995,2.410126908753265,0.9907317177617595,29.5,94.0,0
2024-04-27,Ath Madrid,Ath Bilbao,3,1,H,8,7,3,1,3,5,23-24,1.3822069733611646,1.2474144944355603,1.6059618775337805,1.2178914471495887,1.0217645709014551,0.9867439740826289,59.5,52.8,2
2024-04-27,Alaves,Celta,3,0,H,16,4,8,0,8,3,23-24,1.2990545117780767,0.8151604876304801,0.9139149366518351,1.6426296434078058,1.937098723128093,1.2952260745477326,27.3,33.8,2
2024-04-27,Las Palmas,Girona,0,2,A,10,6,5,3,4,2,23-24,0.1442462913602363,0.5544153122932391,2.4411158921359086,1.782521759844118,2.297887762196173,1.561780694419877,14.400000000000002,93.4,0
2024-04-27,Almeria,Getafe,1,3,A,21,8,11,5,9,2,23-24,0.6498436814723203,1.1060803705355475,1.8632009696621636,0.9807873194631531,0.6509310301266805,0.8776233672281184,20.1,29.900000000000002,0
2024-04-28,Cadiz,Mallorca,1,1,D,10,9,2,2,3,1,23-24,0.7326705056425198,0.7201934049887748,1.940830666623029,0.6572660222389021,0.5614987014946141,1.0876777991606867,1.3,20.7,1
2024-04-28,Granada,Osasuna,3,0,H,12,11,4,2,0,6,23-24,1.047055577309345,0.9666406895924551,1.0160651007539885,0.7231379492238564,1.11845575585813,1.491499058549154,23.0,21.299999999999997,2
2024-04-28,Villarreal,Vallecano,3,0,H,15,20,7,4,3,6,23-24,2.0026498517245286,1.7134681209958678,1.131728007582723,1.740197160501797,0.9591670216013914,0.614477722497704,47.9,0.0,2
2024-04-28,Betis,Sevilla,1,1,D,15,10,5,1,4,6,23-24,1.8509585925978271,1.725763639105586,1.5416338965273357,2.4017784568500065,1.6695638161702808,0.8283534285080745,36.5,22.8,1
2024-04-29,Barcelona,Valencia,4,2,H,27,5,13,3,15,1,23-24,1.8708463682876255,1.6577899065070358,1.0990207105033865,1.445736780622228,0.8455260026098016,0.8445275823210769,75.4,16.0,2
2024-05-03,Getafe,Ath Bilbao,0,2,A,34,7,9,2,10,6,23-24,1.6538582129754356,1.4339540200844538,0.918415578152079,0.8119276314330592,1.0145097139343036,1.657829316055086,29.900000000000002,52.8,0
2024-05-04,Girona,Barcelona,4,2,H,9,16,7,7,5,4,23-24,2.1883478398960787,2.1985918414641157,1.0411871296132515,2.2472309121917506,2.438526604338024,1.399347140335591,93.4,75.4,2
2024-05-04,Mallorca,Ath Madrid,0,1,A,7,9,4,4,6,2,23-24,0.7715106814926014,0.7076658009964094,1.0584518661071245,1.9214713155741099,1.8316096629570402,1.4039745850225205,20.7,59.5,0
2024-05-04,Sociedad,Las Palmas,2,0,H,9,7,4,1,7,2,23-24,1.0568796237428646,0.9922050348803692,1.1129152245375453,0.09616419424015756,0.3696102081954928,2.294077261423939,29.5,14.400000000000002,2
2024-05-04,Real Madrid,Cadiz,3,0,H,19,7,9,2,7,4,23-24,2.9030098927646,1.9400846058355101,0.6604878118411731,0.8217803370950132,0.8134622699925166,1.6272204444153529,94.0,1.3,2
2024-05-05,Osasuna,Betis,0,2,A,12,10,2,4,8,5,23-24,0.48209196614923766,0.7456371705720868,1.9943327056994362,1.5673057283985516,1.4838424260703906,1.3610892643515573,21.299999999999997,36.5,0
2024-05-05,Celta,Villarreal,3,2,H,23,11,7,3,2,1,23-24,1.0950864289385374,1.2913991487520622,1.8634840496984886,2.335099901149686,2.142312080663912,0.7544853383884821,33.8,47.9,2
2024-05-05,Valencia,Alaves,0,1,A,13,14,1,4,5,7,23-24,0.9638245204148188,1.2303506684065344,1.8963517215473846,1.8660363411853846,1.5434403250869868,0.6092766244345568,16.0,27.3,0
2024-05-05,Sevilla,Granada,3,0,H,11,8,5,3,5,4,23-24,1.9345189712333377,1.446375877446854,0.8855689523387164,1.6980370515395635,1.6444271263949701,0.6773767338359924,22.8,23.0,2
2024-05-05,Vallecano,Almeria,0,1,A,27,7,10,2,9,2,23-24,1.1601314403345315,0.6394446810675943,1.4096518149984694,0.4332291209815469,1.0707202470236985,2.242133979774776,0.0,20.1,0
2024-05-10,Alaves,Girona,2,2,D,14,15,8,5,5,3,23-24,2.244024227456923,1.3622935500579914,0.40618441628970453,2.458898559930719,2.799061227642744,1.3607914197421678,27.3,93.4,1
2024-05-11,Mallorca,Las Palmas,1,0,H,7,7,2,1,2,2,23-24,0.514340454328401,0.471777200664273,1.0389679107380831,0.06410946282677171,0.2464068054636619,2.1960515076159597,20.7,14.400000000000002,2
2024-05-11,Villarreal,Sevilla,3,2,H,25,8,7,4,10,1,23-24,1.5567332674331242,2.094874720442608,1.5029902255923215,2.2896793141555585,1.9642505849645695,0.5903793015591443,47.9,22.8,2
2024-05-11,Granada,Real Madrid,0,4,A,12,13,1,7,8,5,23-24,1.1320247010263758,1.0962847509299802,1.451584489223995,2.9353399285097335,2.2933897372236736,0.44032520789411544,23.0,94.0,0
2024-05-11,Ath Bilbao,Osasuna,2,2,D,15,13,6,3,8,6,23-24,1.5412850876220396,1.3430064759562024,1.1052195440367243,0.3213946440994918,0.4970914470480579,1.9962218037996242,52.8,21.299999999999997,1
2024-05-12,Betis,Almeria,3,2,H,14,14,7,7,3,5,23-24,2.0448704855990347,1.6558949507135938,0.9073928429010383,1.288819413987698,1.0471468313491323,1.4947559865165174,36.5,20.1,2
2024-05-12,Ath Madrid,Celta,1,0,H,21,6,8,2,4,7,23-24,2.280980877049407,1.5544064419713604,0.9359830566816805,1.7300576192923582,1.8609327658347081,1.9089893664656592,59.5,33.8,2
2024-05-12,Cadiz,Getafe,1,0,H,13,10,6,4,6,2,23-24,0.5478535580633422,0.5423081799950111,2.0848136296102355,1.1025721419836239,0.9559693467229693,1.2789437187680526,1.3,29.900000000000002,2
2024-05-12,Valencia,Vallecano,0,0,D,13,12,5,1,6,3,23-24,0.6425496802765459,0.8202337789376897,1.5975678143649232,0.7734209602230211,0.42629645404506294,1.2731012099989796,16.0,0.0,1
2024-05-13,Barcelona,Sociedad,2,0,H,14,10,5,3,6,2,23-24,1.4981539414611673,2.292351069558683,2.266231426890394,1.7045864158285764,1.328136689920246,0.7419434830250303,75.4,29.5,2
2024-05-14,Osasuna,Mallorca,1,1,D,10,10,4,4,2,4,23-24,0.5475964293996612,0.9980609646987053,1.9974812025330828,1.342893636218934,0.6478514671095154,0.6926452738253889,21.299999999999997,20.7,1
2024-05-14,Real Madrid,Alaves,5,0,H,22,18,11,10,4,1,23-24,2.956893285673156,2.8622598248157827,0.293550138596077,1.8293494849712821,1.5748623667053276,0.9374562775264697,94.0,27.3,2
2024-05-14,Girona,Villarreal,0,1,A,22,11,5,3,5,1,23-24,1.972599039953813,2.5327074850951625,1.5738609464947786,2.03782217828875,2.396583146961739,1.668660150394881,93.4,47.9,0
2024-05-15,Sevilla,Cadiz,0,1,A,14,19,3,7,1,9,23-24,1.5264528761037057,1.9761670566430465,1.3935862010394295,1.3652357053755615,0.6948721199966741,1.3898757530734904,22.8,1.3,0
2024-05-15,Vallecano,Granada,2,1,H,18,10,9,1,6,6,23-24,0.8489473068153475,0.284197636030042,0.8487341399993198,0.7546831340175839,0.7308565006199869,2.30105632614933,0.0,23.0,2
2024-05-15,Celta,Ath Bilbao,2,1,H,10,7,4,2,2,3,23-24,1.1533717461949056,1.2406218438898056,1.6059929109771063,1.36085672508136,1.562004317304135,1.4034796960244829,33.8,52.8,2
2024-05-15,Getafe,Ath Madrid,0,3,A,8,7,3,3,6,3,23-24,0.7350480946557493,0.637312897815313,1.1859624791787018,2.520653918032938,1.3696042946475737,0.6239887044544538,29.900000000000002,59.5,0
2024-05-16,Sociedad,Valencia,1,0,H,10,7,5,3,3,3,23-24,1.1363909438857178,0.8854244599468308,1.1612956553500202,0.7616997868510307,0.5468225192917932,1.0650452095766156,29.5,16.0,2
2024-05-16,Las Palmas,Betis,2,2,D,16,6,9,4,4,8,23-24,0.04273964188451448,0.16427120364244127,1.7973676717439733,2.3632469903993565,2.103929967142396,1.2715952286006922,14.400000000000002,36.5,1
2024-05-16,Almeria,Barcelona,0,2,A,12,16,3,7,4,7,23-24,0.8592129426584655,1.364764554232755,1.9965039910110116,1.9987692943074449,2.194900713039122,1.5108209512602628,20.1,75.4,0
2024-05-18,Alaves,Getafe,1,0,H,9,10,2,4,2,1,23-24,1.2195663233141882,1.0499082444702186,2.2916375183509796,0.4900320631038329,0.4248752652102087,1.7906416527858013,27.3,29.900000000000002,2
2024-05-19,Ath Bilbao,Sevilla,2,0,H,15,9,6,4,8,3,23-24,0.9072378167209068,1.3746695448694233,1.6023197973496552,1.017635250735804,1.3174447044286979,1.2623908006929532,52.8,22.8,2
2024-05-19,Ath Madrid,Osasuna,1,4,A,15,15,2,6,7,5,23-24,2.680435945355292,1.9130695297650493,0.41599246963630254,0.6983976195997742,0.9987073097991369,1.6649874683553887,59.5,21.299999999999997,0
2024-05-19,Barcelona,Vallecano,3,0,H,14,15,6,4,7,5,23-24,2.33251286287163,2.129933808692748,1.0072139675068421,1.5659648712102316,0.8561317573533613,0.8991560933328799,75.4,0.0,2
2024-05-19,Betis,Sociedad,0,2,A,18,5,9,2,6,2,23-24,1.9088313269329045,2.0692866447615974,1.5143968190671282,1.7575939625904786,0.9236163066312206,0.7741971035666803,36.5,29.5,0
2024-05-19,Cadiz,Las Palmas,0,0,D,10,9,3,1,5,3,23-24,1.9101571369170411,0.7965814133311161,0.926583835382327,0.3618264279230096,0.7761808024282941,1.864911781162649,1.3,14.400000000000002,1
2024-05-19,Granada,Celta,1,2,A,11,8,3,5,10,2,23-24,0.503122089345056,0.8205710004133246,2.200704217432887,1.7689144974632705,1.4937478959265371,1.4039952739847377,23.0,33.8,0
2024-05-19,Mallorca,Almeria,2,2,D,29,7,8,3,12,2,23-24,1.2285957574792894,0.7652343114063436,0.7950968492169259,0.5728086284389771,0.90984303615517,1.9976693273406745,20.7,20.1,1
2024-05-19,Valencia,Girona,1,3,A,20,18,6,5,5,4,23-24,0.5077998579006872,0.3645483461945288,1.0433634730510772,1.3150660266358754,1.6884716567301086,1.3825739643298525,16.0,93.4,0
2024-05-19,Villarreal,Real Madrid,4,4,D,21,12,7,6,3,3,23-24,2.358548118859167,1.931055431307826,1.1124401002632542,2.971262190448771,3.574839883210522,0.19570009239738467,47.9,94.0,1
2024-05-24,Girona,Granada,7,0,H,16,10,9,2,4,2,23-24,1.876710684423917,2.125647771153406,1.2550493095532351,0.3354147262300374,0.8803806669422165,2.1338028116219245,93.4,23.0,2
2024-05-25,Sociedad,Ath Madrid,0,2,A,14,10,4,4,8,4,23-24,2.1717293083936524,1.2824108710874804,0.5161314023777869,1.7869572969035281,1.6087130198433663,1.6106616464242016,29.5,59.5,0
2024-05-25,Almeria,Cadiz,6,1,H,27,12,12,4,1,4,23-24,0.7152057522926514,1.2732286907701134,1.9984462182271163,1.606771424611361,0.5310542755540775,0.6177225569215514,20.1,1.3,2
2024-05-25,Vallecano,Ath Bilbao,0,1,A,17,7,4,1,8,2,23-24,1.0439765808068213,0.570754504902241,1.5994373955552534,1.6048252111472712,1.583113029912949,1.0682131982331036,0.0,52.8,0
2024-05-25,Real Madrid,Betis,0,0,D,13,11,5,3,4,5,23-24,2.314174793632514,3.7165599221403482,1.4638000615982565,1.2725542179552698,1.3795244298410652,1.6762645460447523,94.0,36.5,1
2024-05-25,Osasuna,Villarreal,1,1,D,12,11,6,3,6,4,23-24,1.4655984130665163,1.9991382065327579,1.4433249789035925,1.9056987459061114,2.620703620871884,2.0749600668421695,21.299999999999997,47.9,1
2024-05-26,Getafe,Mallorca,1,2,A,16,9,6,4,3,4,23-24,0.326688042069222,0.2832501768068058,1.5270944351905344,1.1523971716528596,1.1768228742708957,1.196731232811284,29.900000000000002,20.7,0
2024-05-26,Celta,Valencia,2,2,D,9,12,4,1,2,2,23-24,2.1792763316421806,1.6624985972843582,1.2693301826564918,0.33853323860045814,0.5763655641296859,1.6955756487007183,33.8,16.0,1
2024-05-26,Las Palmas,Alaves,1,1,D,10,14,4,4,2,6,23-24,0.5745509519486731,0.5174538682855295,1.2432745207750995,1.8130442155427922,1.0332721629801458,1.5277583455673198,14.400000000000002,27.3,1
2024-05-26,Sevilla,Barcelona,1,2,A,15,11,6,6,6,5,23-24,0.678423500490536,0.878296469619132,1.5082605337953021,2.5550085752477534,2.4199558724618324,0.6714759783378949,22.8,75.4,0
2024-08-15,Betis,Girona,1,1,D,19,13,4,2,4,4,24-25,1.18170281197018,0.9196829532273769,1.1175096973631684,2.2511404562826116,3.7504318474356038,0.8366995397021568,22.700000000000003,30.0,1
2024-08-15,Ath Bilbao,Getafe,1,1,D,7,9,4,2,5,6,24-25,2.069883474098181,1.388742019941966,0.7121421321554025,0.217792028046148,0.5221667845378706,1.6847296234603564,32.6,23.1,1
2024-08-16,Celta,Alaves,2,1,H,6,10,4,2,3,3,24-25,1.7861842210947871,1.7749990648562388,1.5128867884376613,1.5420294770285283,1.0221814419867639,1.35183889704488,44.7,22.0,2
2024-08-16,Las Palmas,Sevilla,2,2,D,13,16,5,5,6,3,24-25,0.7163673012991154,0.6783025788570197,1.1621830138500664,0.4522823336603574,0.9188643130794214,1.6721736891968682,20.3,25.1,1
2024-08-17,Osasuna,Leganes,1,1,D,16,10,5,4,6,4,24-25,1.3103989420443443,1.6660921376885054,1.2955499859357285,1.791066770245055,1.3851956450323177,0.9102316156936672,44.2,18.5,1
2024-08-17,Valencia,Barcelona,1,2,A,6,18,1,8,3,8,24-25,0.5590221590669721,1.0509103760864573,1.7970504324671457,2.703339050165169,2.279970581641222,0.7809839855585966,30.0,115.9,0
2024-08-18,Sociedad,Vallecano,1,2,A,11,12,5,5,10,5,24-25,1.4478195389291018,0.854940580724987,1.010754268251858,0.6959843872045476,0.3805030032681607,1.399624930370169,16.6,42.3,0
2024-08-18,Mallorca,Real Madrid,1,1,D,12,13,5,4,8,7,24-25,1.7682647811019065,1.4512152495139305,1.1311541552075228,1.8761165290883428,2.4777066147602325,0.9758667077321711,3.4,70.5,1
2024-08-19,Valladolid,Espanol,1,0,H,12,10,3,2,3,2,24-25,1.0774909017787002,0.6215677532108633,0.8799080633800621,1.105444629310627,2.401389404562751,2.523869020913376,12.6,21.799999999999997,2
2024-08-19,Villarreal,Ath Madrid,2,2,D,8,10,3,5,2,3,24-25,1.6037991639374078,2.0804690805812562,1.7166400445614465,2.191304864602352,1.739142013228911,1.073774430949468,65.6,60.300000000000004,1
2024-08-23,Celta,Valencia,3,1,H,7,13,5,5,4,7,24-25,2.1907894807298582,1.849999376570826,1.3419245256251076,0.3726814393779814,1.033940250724305,1.8647002883114305,44.7,30.0,2
2024-08-23,Sevilla,Villarreal,1,2,A,15,6,9,5,7,2,24-25,0.6348548891069049,1.279242875386281,1.7814491261312455,1.402532775958272,2.0536460537208376,1.8110933630409645,25.1,65.6,0
2024-08-24,Getafe,Vallecano,0,0,D,12,3,0,1,3,2,24-25,0.478528018697432,0.681444523025247,1.4564864156402377,1.4639895914696985,0.9203353355121071,1.2664166202467795,23.1,42.3,1
2024-08-24,Osasuna,Mallorca,1,0,H,15,11,5,2,5,4,24-25,1.206932628029563,1.4440614251256703,1.1970333239571525,1.5121765207346045,1.3008101663426204,1.087436103471682,44.2,3.4,2
2024-08-24,Barcelona,Ath Bilbao,2,1,H,13,9,5,2,5,6,24-25,2.8022260334434463,2.1866470544274814,0.8539893237057311,1.7132556493987876,1.2591613466279774,0.8080947547702684,115.9,32.6,2
2024-08-24,Espanol,Sociedad,0,1,A,13,8,3,4,7,4,24-25,0.7369630862070847,1.6009262697085007,2.0159126806089174,0.9652130259527346,0.9032937204833247,1.3405028455012387,21.799999999999997,16.6,0
2024-08-25,Ath Madrid,Girona,3,0,H,11,13,6,5,1,9,24-25,1.7942032430682349,1.8260946754859408,1.3825162872996453,1.8340936375217411,2.833621231623736,0.8911330264681045,60.300000000000004,30.0,2
2024-08-25,Alaves,Betis,0,0,D,3,13,1,3,3,8,24-25,1.0280196513523523,1.014787627991176,1.56789259802992,1.12113520798012,0.9464553021515847,1.0783397982421123,22.0,22.700000000000003,1
2024-08-25,Leganes,Las Palmas,2,1,H,10,10,5,5,3,7,24-25,1.5273778468300367,1.2567970966882118,0.9401544104624449,0.8109115341994103,1.1188683859046797,1.441455342566711,18.5,20.3,2
2024-08-25,Real Madrid,Valladolid,3,0,H,17,8,9,2,5,5,24-25,1.5840776860588954,1.9851377431734885,0.9839111384881141,1.7183272678524668,0.747711835473909,0.5866053755867081,70.5,12.6,2
2024-08-26,Villarreal,Celta,4,3,H,22,18,9,8,7,4,24-25,1.9350218506388481,2.0357640358138918,1.5407289086939764,2.460526320486572,2.2333329177138843,1.2279496837500719,65.6,44.7,2
2024-08-27,Mallorca,Sevilla,0,0,D,12,16,4,7,5,9,24-25,1.0081176804897365,0.867206777561747,1.058290735647788,0.4232365927379367,1.1861619169241875,1.8542994174208305,3.4,25.1,1
2024-08-27,Vallecano,Barcelona,1,2,A,8,22,4,5,6,6,24-25,1.3093263943131324,0.6135568903414048,0.8442777468311864,2.868150688962298,2.1244313696183212,0.9026595491371541,42.3,115.9,0
2024-08-28,Ath Bilbao,Valencia,1,0,H,13,2,4,0,5,3,24-25,1.1421704329325253,1.1727742310853184,1.205396503180179,0.2484542929186543,1.0226268338162035,2.2431335255409537,32.6,30.0,2
2024-08-28,Valladolid,Leganes,0,0,D,12,8,2,1,4,4,24-25,1.1455515119016446,0.498474556982606,1.3910702503911387,2.0182518978866915,1.5045313977921413,0.9601029403082966,12.6,18.5,1
2024-08-28,Ath Madrid,Espanol,0,0,D,24,8,7,1,9,3,24-25,2.1961354953788232,2.2173964503239607,0.9216775248664303,0.49130872413805654,1.0672841798056674,1.677275120405945,60.300000000000004,21.799999999999997,1
