Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,Referee,B365H,B365D,B365A,Home_PPDA,Away_PPDA
2016-01-03,Granada,Sevilla,2,1,H,9,14,4,7,2,9,17,13,2,2,0,1,Alberto Undiano,4.33,3.6,1.85,8.0,6.833
2016-01-03,La Coruna,Villarreal,1,2,A,11,6,4,4,9,3,13,11,3,3,0,0,David Fernández,2.7,3.2,2.7,6.541,13.579
2016-01-03,Valencia,Real Madrid,2,2,D,11,17,4,4,4,7,18,17,1,1,0,1,José Sánchez,6.0,4.33,1.53,8.676,6.925
2016-01-03,Vallecano,Sociedad,2,2,D,12,15,5,7,7,7,15,11,3,3,0,0,Antonio Matéu Lahoz,2.63,3.3,2.75,7.429,4.296
2016-01-04,Sp Gijon,Getafe,1,2,A,17,11,4,2,4,2,13,14,3,3,0,0,Daniel Ask,2.25,3.3,3.3,7.583,5.1
2016-01-09,Barcelona,Granada,4,0,H,17,8,8,4,7,0,14,19,1,4,0,0,Carlos Velasco,1.05,15.0,34.0,4.824,12.692
2016-01-09,Getafe,Betis,1,0,H,8,11,3,2,8,4,19,11,1,3,0,0,Alfonso Álvarez,1.95,3.5,4.0,5.931,5.176
2016-01-09,Levante,Vallecano,2,1,H,10,10,4,4,5,5,16,15,5,1,0,0,Mario Melero,2.15,3.4,3.4,10.045,5.107
2016-01-09,Real Madrid,La Coruna,5,0,H,23,18,9,4,5,9,9,8,0,3,0,0,Pedro Pérez,1.11,9.0,21.0,8.613,13.917
2016-01-09,Sevilla,Ath Bilbao,2,0,H,4,11,4,3,6,8,14,13,2,3,0,0,Eduardo Prieto,2.1,3.5,3.5,11.25,8.367
2016-01-10,Celta,Ath Madrid,0,2,A,6,10,1,3,4,4,14,14,2,1,0,0,Ricardo de Burgos,4.5,3.5,1.8,4.583,8.132
2016-01-10,Eibar,Espanol,2,1,H,20,7,6,4,8,2,13,15,3,2,0,0,Santiago Jaime,2.0,3.3,4.0,7.074,5.714
2016-01-10,Las Palmas,Malaga,1,1,D,5,11,3,3,2,5,21,11,5,4,0,0,Ignacio Iglesias,2.7,3.1,2.8,6.367,11.821
2016-01-10,Sociedad,Valencia,2,0,H,24,10,7,3,5,6,16,13,3,4,0,0,Alejandro Hernández,2.25,3.3,3.3,6.0,12.647
2016-01-10,Villarreal,Sp Gijon,2,0,H,7,12,4,2,3,9,10,12,4,2,0,0,Jesús Gil,1.5,4.33,6.5,10.261,8.188
2016-01-16,Celta,Levante,4,3,H,14,17,6,7,6,2,14,16,1,4,0,0,Carlos del Cerro,1.62,3.8,6.0,6.2,8.968
2016-01-16,Sevilla,Malaga,2,1,H,8,14,4,3,6,4,21,21,2,2,1,1,Daniel Ask,1.67,3.8,5.25,5.241,6.146
2016-01-16,Sociedad,La Coruna,1,1,D,16,7,6,4,9,4,9,11,1,3,0,0,Juan Martínez,1.95,3.3,4.2,7.04,23.727
2016-01-16,Villarreal,Betis,0,0,D,9,15,2,2,7,11,12,11,2,1,0,0,José González,1.45,4.33,8.0,9.121,11.625
2016-01-17,Barcelona,Ath Bilbao,6,0,H,20,9,8,3,6,2,6,7,2,2,0,1,Antonio Matéu Lahoz,1.14,8.0,19.0,5.095,19.647
2016-01-17,Getafe,Espanol,3,1,H,18,13,4,6,3,7,12,13,2,2,0,0,Carlos Clos Gómez,2.2,3.2,3.5,22.812,5.452
2016-01-17,Las Palmas,Ath Madrid,0,3,A,11,11,3,5,3,4,7,21,0,2,0,0,Iñaki Bikandi,6.5,3.6,1.62,9.217,6.814
2016-01-17,Real Madrid,Sp Gijon,5,1,H,17,9,10,2,4,4,10,15,1,1,0,0,Alberto Undiano,1.05,17.0,26.0,7.172,21.435
2016-01-17,Valencia,Vallecano,2,2,D,13,18,5,8,7,9,17,20,1,3,0,0,Eduardo Prieto,1.62,4.0,5.5,8.4,5.526
2016-01-18,Eibar,Granada,5,1,H,12,4,7,1,3,2,11,17,1,4,0,0,José Sánchez,1.83,3.5,4.5,6.84,8.7
2016-01-22,Sp Gijon,Sociedad,5,1,H,11,9,7,3,6,2,13,12,2,2,0,0,David Fernández,3.1,3.2,2.45,11.2,4.556
2016-01-23,Espanol,Villarreal,2,2,D,11,14,5,5,3,9,12,15,3,1,1,0,Pedro Pérez,2.9,3.2,2.55,11.077,9.077
2016-01-23,Granada,Getafe,3,2,H,20,9,9,2,5,3,12,16,3,3,0,0,Ricardo de Burgos,2.63,3.1,2.88,6.486,8.417
2016-01-23,Malaga,Barcelona,1,2,A,15,12,9,6,4,3,16,9,3,3,0,0,Carlos Clos Gómez,8.5,5.5,1.33,9.6,4.393
2016-01-23,Vallecano,Celta,3,0,H,26,3,10,1,7,1,20,13,3,5,0,0,Santiago Jaime,2.7,3.4,2.63,3.484,5.7
2016-01-24,Ath Bilbao,Eibar,5,2,H,10,9,5,2,7,2,13,14,2,2,0,0,Jesús Gil,1.67,3.75,5.5,6.769,9.957
2016-01-24,Ath Madrid,Sevilla,0,0,D,21,7,3,1,8,5,13,13,4,3,0,1,Ignacio Iglesias,1.67,3.5,6.0,4.16,10.818
2016-01-24,Betis,Real Madrid,1,1,D,4,18,2,8,1,9,17,13,3,2,0,0,Juan Martínez,9.5,5.75,1.3,12.0,6.485
2016-01-24,La Coruna,Valencia,1,1,D,10,10,2,3,8,6,13,9,3,3,0,0,Mario Melero,2.25,3.3,3.3,8.4,9.833
2016-01-25,Levante,Las Palmas,3,2,H,12,13,8,4,2,4,22,11,2,4,1,0,Carlos Velasco,2.38,3.1,3.25,10.588,5.143
2016-01-30,Barcelona,Ath Madrid,2,1,H,10,7,4,4,8,6,7,18,0,3,0,2,Alberto Undiano,1.5,4.2,7.0,4.107,11.812
2016-01-30,Eibar,Malaga,1,2,A,11,7,3,4,1,2,9,15,1,3,0,0,Antonio Matéu Lahoz,2.38,3.25,3.0,3.231,8.182
2016-01-30,Getafe,Ath Bilbao,0,1,A,11,13,3,3,7,5,13,18,2,5,1,0,Daniel Ask,3.4,3.3,2.2,6.591,5.738
2016-01-30,Sociedad,Betis,2,1,H,11,8,4,1,3,4,13,9,1,4,0,0,Eduardo Prieto,1.67,3.75,5.5,7.528,22.7
2016-01-30,Villarreal,Granada,1,0,H,12,7,6,2,8,0,10,11,4,3,0,0,Carlos del Cerro,1.44,4.5,7.5,6.742,10.571
2016-01-31,Las Palmas,Celta,2,1,H,13,5,5,2,7,3,13,18,6,2,0,1,José Sánchez,2.38,3.3,3.1,5.395,8.088
2016-01-31,Real Madrid,Espanol,6,0,H,18,15,7,5,3,1,20,20,1,5,0,0,Alejandro Hernández,1.1,11.0,21.0,5.533,15.261
2016-01-31,Sevilla,Levante,3,1,H,14,22,8,4,5,9,8,8,1,1,0,0,Alfonso Álvarez,1.33,5.0,10.0,11.273,13.0
2016-01-31,Valencia,Sp Gijon,0,1,A,16,7,3,3,6,3,15,21,0,2,0,0,José González,1.75,3.75,4.75,3.774,9.138
2016-02-01,La Coruna,Vallecano,2,2,D,17,7,5,3,5,4,6,15,0,0,0,0,Iñaki Bikandi,1.91,3.6,4.0,6.345,6.583
2016-02-05,Malaga,Getafe,3,0,H,8,6,4,2,4,6,10,10,3,3,0,0,Juan Martínez,1.57,3.75,6.5,9.065,6.571
2016-02-06,Ath Bilbao,Villarreal,0,0,D,10,2,1,2,5,3,19,20,4,4,1,1,Mario Melero,1.83,3.6,4.5,4.903,10.25
2016-02-06,Ath Madrid,Eibar,3,1,H,13,6,4,2,5,2,15,18,2,3,0,0,David Fernández,1.36,4.5,9.5,7.286,7.462
2016-02-06,Sp Gijon,La Coruna,1,1,D,11,5,2,4,4,3,10,13,2,2,0,0,Alejandro Hernández,2.5,3.25,2.9,9.125,4.935
2016-02-06,Vallecano,Las Palmas,2,0,H,18,9,8,4,5,5,16,15,3,1,0,0,Ignacio Iglesias,1.91,3.6,4.0,6.727,7.241
2016-02-07,Betis,Valencia,1,0,H,6,7,2,2,4,5,17,19,4,5,0,1,José Sánchez,2.63,3.1,2.88,5.128,3.816
2016-02-07,Celta,Sevilla,1,1,D,25,9,5,2,10,5,15,16,3,3,0,1,Carlos Velasco,3.2,3.3,2.3,3.462,14.913
2016-02-07,Granada,Real Madrid,1,2,A,14,14,2,4,3,6,20,8,3,2,0,0,Jesús Gil,12.0,6.0,1.25,9.35,8.0
2016-02-07,Levante,Barcelona,0,2,A,11,11,3,4,2,5,15,10,4,3,0,0,Pedro Pérez,15.0,7.5,1.18,12.857,3.643
2016-02-08,Espanol,Sociedad,0,5,A,5,12,1,6,4,5,13,11,1,2,0,0,Santiago Jaime,2.7,3.1,2.8,4.143,9.281
2016-02-12,Sp Gijon,Vallecano,2,2,D,11,15,5,4,3,7,14,12,3,4,0,0,Carlos Clos Gómez,2.38,3.4,3.0,13.0,5.571
2016-02-13,La Coruna,Betis,2,2,D,25,4,11,2,11,0,14,13,1,0,0,0,Alberto Undiano,1.8,3.5,4.75,5.781,7.905
2016-02-13,Real Madrid,Ath Bilbao,4,2,H,19,10,9,3,5,2,6,8,1,2,1,0,Alfonso Álvarez,1.29,6.0,9.5,12.733,13.567
2016-02-13,Valencia,Espanol,2,1,H,17,19,4,6,9,9,8,19,1,3,0,0,Carlos del Cerro,1.75,3.6,5.0,5.476,6.429
2016-02-13,Villarreal,Malaga,1,0,H,12,7,5,2,5,1,13,15,2,1,0,0,Iñaki Bikandi,2.05,3.3,3.8,9.12,8.414
2016-02-14,Barcelona,Celta,6,1,H,19,10,11,4,1,1,10,16,0,4,0,0,Alejandro Hernández,1.08,11.0,26.0,4.879,9.606
2016-02-14,Eibar,Levante,2,0,H,15,8,6,3,8,2,15,12,3,2,0,0,Daniel Ask,1.8,3.5,4.75,7.355,8.381
2016-02-14,Getafe,Ath Madrid,0,1,A,11,6,0,3,5,4,9,9,2,3,0,0,Antonio Matéu Lahoz,6.5,3.8,1.57,10.783,12.172
2016-02-14,Sevilla,Las Palmas,2,0,H,9,11,5,3,8,3,15,11,1,3,0,0,Eduardo Prieto,1.33,5.0,10.0,6.2,10.217
2016-02-14,Sociedad,Granada,3,0,H,12,15,6,2,7,13,9,18,1,2,0,0,José González,1.53,4.0,6.5,5.97,4.629
2016-02-17,Sp Gijon,Barcelona,1,3,A,6,17,2,8,1,4,11,7,2,1,0,0,Ricardo de Burgos,19.0,8.0,1.14,25.118,3.429
2016-02-19,Levante,Getafe,3,0,H,12,14,6,6,6,8,12,13,2,2,0,0,José González,2.2,3.3,3.4,8.174,5.741
2016-02-20,Betis,Sp Gijon,1,1,D,17,4,6,3,10,4,15,25,2,3,0,0,Alfonso Álvarez,2.05,3.3,3.8,4.122,6.0
2016-02-20,Celta,Eibar,3,2,H,14,7,9,3,6,1,6,25,3,2,0,0,Mario Melero,2.0,3.5,3.8,5.107,9.278
2016-02-20,Espanol,La Coruna,1,0,H,16,17,9,3,7,4,19,4,3,1,0,0,Ricardo de Burgos,2.38,3.3,3.0,8.71,7.647
2016-02-20,Las Palmas,Barcelona,1,2,A,16,13,3,8,3,6,10,13,1,2,0,0,Carlos del Cerro,15.0,7.5,1.18,16.5,9.233
2016-02-21,Ath Bilbao,Sociedad,0,1,A,9,9,2,4,9,3,21,16,7,6,0,0,José Sánchez,1.8,3.5,4.75,3.0,8.56
2016-02-21,Ath Madrid,Villarreal,0,0,D,12,5,3,0,10,2,11,13,2,2,0,0,Eduardo Prieto,1.53,3.8,7.5,6.235,7.857
2016-02-21,Granada,Valencia,1,2,A,15,10,4,6,6,3,18,18,2,3,0,0,Iñaki Bikandi,2.88,3.2,2.55,7.697,9.033
2016-02-21,Malaga,Real Madrid,1,1,D,11,14,5,7,6,6,14,12,5,2,0,0,Ignacio Iglesias,4.75,3.8,1.73,9.387,6.043
2016-02-21,Vallecano,Sevilla,2,2,D,13,14,4,7,3,17,14,23,6,2,0,0,Daniel Ask,3.1,3.6,2.2,4.182,6.179
2016-02-26,Eibar,Las Palmas,0,1,A,10,12,4,4,6,6,16,9,4,1,0,0,Pedro Pérez,1.75,3.6,5.0,5.634,13.538
2016-02-27,Betis,Vallecano,2,2,D,20,11,4,4,8,8,16,15,2,3,0,0,Antonio Matéu Lahoz,2.2,3.3,3.4,6.744,4.207
2016-02-27,Getafe,Celta,0,1,A,14,9,2,3,4,5,11,14,3,4,0,0,David Fernández,3.2,3.3,2.3,7.208,7.52
2016-02-27,Real Madrid,Ath Madrid,0,1,A,15,9,3,5,2,5,15,13,3,4,0,0,Carlos Clos Gómez,1.73,3.6,5.25,2.891,14.185
2016-02-27,Sociedad,Malaga,1,1,D,11,8,3,3,8,3,17,14,4,5,0,0,Alberto Undiano,2.2,3.25,3.5,5.593,9.048
2016-02-27,Sp Gijon,Espanol,2,4,A,13,12,5,7,5,2,14,14,5,2,1,0,Carlos Velasco,2.3,3.2,3.3,6.5,5.842
2016-02-28,Barcelona,Sevilla,2,1,H,17,11,8,4,6,7,13,10,3,2,0,0,Santiago Jaime,1.14,8.0,15.0,4.273,12.423
2016-02-28,La Coruna,Granada,0,1,A,13,10,2,3,6,6,12,12,2,3,1,0,Juan Martínez,1.8,3.5,4.75,5.0,13.368
2016-02-28,Valencia,Ath Bilbao,0,3,A,9,13,3,4,7,7,9,13,2,0,0,0,Jesús Gil,2.3,3.2,3.3,19.667,8.611
2016-02-28,Villarreal,Levante,3,0,H,9,7,3,1,3,4,15,12,0,2,0,1,Alejandro Hernández,1.67,3.6,5.75,10.138,10.467
2016-03-01,Ath Madrid,Sociedad,3,0,H,12,7,5,1,8,1,19,10,1,2,0,0,Alejandro Hernández,1.4,4.33,9.0,9.967,12.16
2016-03-01,Las Palmas,Getafe,4,0,H,11,10,5,2,2,6,20,12,5,2,0,1,Mario Melero,2.05,3.4,3.75,6.71,11.643
2016-03-02,Ath Bilbao,La Coruna,4,1,H,12,7,6,4,1,2,5,14,1,3,0,0,Antonio Matéu Lahoz,1.53,4.0,7.0,12.684,13.292
2016-03-02,Celta,Villarreal,0,0,D,11,6,4,3,2,1,9,2,2,5,0,0,Santiago Jaime,2.2,3.3,3.4,5.393,20.588
2016-03-02,Levante,Real Madrid,1,3,A,11,21,4,8,3,10,12,11,2,1,0,0,Ricardo de Burgos,7.0,4.75,1.44,11.957,8.7
2016-03-02,Malaga,Valencia,1,2,A,10,11,1,2,4,5,19,16,6,5,0,0,José González,2.05,3.3,3.8,5.05,6.16
2016-03-02,Sevilla,Eibar,1,0,H,14,11,4,6,12,6,12,13,1,2,0,1,Juan Martínez,1.4,4.75,8.0,10.571,7.545
2016-03-03,Espanol,Betis,0,3,A,16,9,3,6,5,0,20,13,4,2,0,0,José Sánchez,1.95,3.5,4.0,4.765,10.444
2016-03-03,Granada,Sp Gijon,2,0,H,13,4,8,0,4,1,24,13,7,3,0,1,Daniel Ask,2.1,3.3,3.75,6.226,14.1
2016-03-03,Vallecano,Barcelona,1,5,A,8,20,4,8,3,5,17,9,0,2,2,0,Iñaki Bikandi,13.0,7.0,1.2,12.12,6.654
2016-03-05,Getafe,Sevilla,1,1,D,13,7,3,4,10,9,12,14,5,2,0,0,Eduardo Prieto,3.8,3.5,2.0,9.65,6.31
2016-03-05,La Coruna,Malaga,3,3,D,14,5,7,2,10,4,11,13,4,2,0,1,Carlos Velasco,2.5,3.1,3.0,9.81,11.65
2016-03-05,Real Madrid,Celta,7,1,H,20,8,12,3,10,5,13,12,2,3,0,0,Jesús Gil,1.3,6.0,8.0,9.962,19.0
2016-03-05,Villarreal,Las Palmas,0,1,A,13,10,2,3,6,2,9,8,1,2,0,0,Carlos Clos Gómez,1.62,3.75,6.0,9.545,16.737
2016-03-06,Betis,Granada,2,0,H,10,10,4,4,6,4,9,19,3,7,1,1,Ignacio Iglesias,2.1,3.4,3.6,15.438,7.174
2016-03-06,Eibar,Barcelona,0,4,A,7,9,0,7,6,2,18,10,3,2,0,0,Alberto Undiano,10.0,6.5,1.25,15.265,7.316
2016-03-06,Sociedad,Levante,1,1,D,15,10,3,3,10,3,12,16,3,3,0,0,Pedro Pérez,1.57,3.75,7.0,5.472,8.56
2016-03-06,Sp Gijon,Ath Bilbao,0,2,A,5,10,1,6,3,0,17,14,1,1,0,1,Carlos del Cerro,4.0,3.3,2.0,9.032,6.081
2016-03-06,Valencia,Ath Madrid,1,3,A,10,21,3,5,6,7,13,11,1,1,1,0,Alfonso Álvarez,4.0,3.3,2.0,8.258,6.697
2016-03-07,Espanol,Vallecano,2,1,H,9,7,8,1,8,3,16,15,3,4,1,0,David Fernández,1.95,3.5,4.0,13.269,3.885
2016-03-11,Malaga,Sp Gijon,1,0,H,13,9,3,4,3,4,8,13,2,4,0,0,Ricardo de Burgos,1.62,3.8,6.0,6.917,7.741
2016-03-12,Ath Madrid,La Coruna,3,0,H,15,6,7,2,10,1,12,8,1,1,0,0,Mario Melero,1.25,5.5,15.0,12.864,15.462
2016-03-12,Barcelona,Getafe,6,0,H,16,6,9,1,5,3,7,13,0,3,0,0,Pedro Pérez,1.06,15.0,26.0,5.517,20.1
2016-03-12,Celta,Sociedad,1,0,H,7,15,1,6,5,3,21,9,3,2,0,0,Juan Martínez,2.1,3.4,3.5,9.222,6.69
2016-03-12,Vallecano,Eibar,1,1,D,12,7,3,1,8,0,17,18,5,1,0,1,Alfonso Álvarez,2.2,3.6,3.1,3.655,8.0
2016-03-13,Ath Bilbao,Betis,3,1,H,18,3,9,1,5,6,12,9,1,0,0,0,Santiago Jaime,1.44,4.33,8.0,6.844,12.429
2016-03-13,Las Palmas,Real Madrid,1,2,A,15,12,6,4,6,5,10,13,4,3,0,1,David Fernández,9.5,5.25,1.33,11.115,11.48
2016-03-13,Levante,Valencia,1,0,H,13,6,6,1,8,0,16,16,2,4,0,0,Carlos del Cerro,2.63,3.25,2.8,8.111,8.95
2016-03-13,Sevilla,Villarreal,4,2,H,14,13,4,6,5,8,10,12,1,1,1,0,Carlos Velasco,1.73,3.75,5.0,8.045,14.278
2016-03-14,Granada,Espanol,1,1,D,8,10,1,2,2,8,12,20,5,3,1,0,José González,2.15,3.3,3.5,11.059,5.133
2016-03-18,Getafe,Eibar,1,1,D,8,20,4,6,3,3,12,12,1,2,0,0,Ignacio Iglesias,2.1,3.25,3.75,8.76,4.531
2016-03-19,Betis,Malaga,0,1,A,16,13,5,5,5,7,15,9,3,2,0,0,Carlos Clos Gómez,2.6,3.1,2.9,5.824,10.474
2016-03-19,Granada,Vallecano,2,2,D,11,22,2,6,6,12,8,9,1,5,1,0,Alejandro Hernández,2.15,3.4,3.4,13.115,5.636
2016-03-19,La Coruna,Levante,2,1,H,15,7,6,1,2,1,8,12,2,3,0,0,Iñaki Bikandi,1.91,3.4,4.33,13.375,10.278
2016-03-19,Sociedad,Las Palmas,0,1,A,13,12,3,7,11,5,16,17,4,5,0,0,Antonio Matéu Lahoz,1.67,3.5,6.0,5.867,12.136
2016-03-19,Sp Gijon,Ath Madrid,2,1,H,12,4,3,1,7,2,14,11,5,2,0,0,Jesús Gil,8.5,3.6,1.53,5.818,12.28
2016-03-20,Espanol,Ath Bilbao,2,1,H,16,14,7,4,6,2,7,13,3,3,0,0,Eduardo Prieto,3.1,3.4,2.3,12.435,6.269
2016-03-20,Real Madrid,Sevilla,4,0,H,26,8,12,4,8,8,10,9,2,2,0,0,Daniel Ask,1.33,5.5,8.5,6.917,21.231
2016-03-20,Valencia,Celta,0,2,A,14,13,4,6,4,5,14,14,1,0,0,0,Alberto Undiano,2.3,3.5,3.0,6.342,6.0
2016-03-20,Villarreal,Barcelona,2,2,D,15,15,6,6,4,4,17,9,8,4,0,0,José Sánchez,8.5,5.25,1.33,15.56,7.043
2016-04-01,Vallecano,Getafe,2,0,H,16,14,7,3,9,6,10,10,4,5,1,0,Santiago Jaime,1.91,3.6,4.0,5.538,6.852
2016-04-02,Ath Madrid,Betis,5,1,H,19,8,12,5,5,5,14,12,1,3,0,0,José González,1.4,4.33,10.0,7.103,11.222
2016-04-02,Barcelona,Real Madrid,1,2,A,14,14,3,6,4,3,17,15,3,2,0,1,Alejandro Hernández,1.57,4.5,5.5,5.139,15.885
2016-04-02,Celta,La Coruna,1,1,D,9,7,2,3,11,0,15,8,4,2,0,1,David Fernández,1.75,3.8,4.75,4.692,12.826
2016-04-02,Las Palmas,Valencia,2,1,H,13,7,6,4,8,2,8,17,2,4,0,0,Pedro Pérez,2.38,3.25,3.1,5.483,10.9
2016-04-03,Ath Bilbao,Granada,1,1,D,8,9,1,2,13,1,16,14,2,5,0,0,Carlos Velasco,1.44,4.33,8.0,6.132,14.312
2016-04-03,Eibar,Villarreal,1,2,A,10,8,3,4,4,3,15,12,3,3,0,0,Carlos del Cerro,3.1,3.0,2.55,6.543,8.077
2016-04-03,Malaga,Espanol,1,1,D,11,5,5,1,5,1,14,15,2,4,0,0,Juan Martínez,1.85,3.4,4.75,4.387,12.409
2016-04-03,Sevilla,Sociedad,1,2,A,15,9,6,2,8,3,22,12,4,3,0,1,Carlos Clos Gómez,1.62,4.0,5.5,4.207,10.0
2016-04-04,Levante,Sp Gijon,0,0,D,16,11,4,1,4,6,17,12,4,4,1,0,Mario Melero,2.1,3.25,3.75,6.625,8.652
2016-04-08,Granada,Malaga,0,0,D,9,9,1,2,5,5,14,10,1,3,0,0,Daniel Ask,2.3,3.2,3.3,8.12,8.577
2016-04-09,Betis,Levante,1,0,H,7,12,2,3,4,3,13,18,4,3,0,0,Eduardo Prieto,2.05,3.25,3.75,7.265,6.938
2016-04-09,Espanol,Ath Madrid,1,3,A,10,14,3,5,3,5,13,14,2,2,0,0,Ricardo de Burgos,4.0,3.1,2.05,6.167,10.522
2016-04-09,Real Madrid,Eibar,4,0,H,13,9,6,2,6,7,9,13,1,3,0,0,José Sánchez,1.17,7.5,13.0,6.375,10.1
2016-04-09,Sociedad,Barcelona,1,0,H,5,13,1,6,5,9,14,13,1,3,0,0,Ignacio Iglesias,6.0,4.33,1.5,14.737,2.879
2016-04-10,Ath Bilbao,Vallecano,1,0,H,14,12,7,4,0,5,8,14,1,3,0,0,Jesús Gil,1.53,4.0,6.0,15.35,8.4
2016-04-10,Sp Gijon,Celta,0,1,A,9,17,2,5,7,7,8,11,2,5,0,0,Antonio Matéu Lahoz,3.1,3.25,2.3,13.476,6.25
2016-04-10,Valencia,Sevilla,2,1,H,23,7,9,4,10,3,15,18,2,2,0,0,Iñaki Bikandi,2.2,3.4,3.2,6.867,6.077
2016-04-10,Villarreal,Getafe,2,0,H,13,16,3,3,8,5,9,12,2,2,0,0,Alberto Undiano,1.5,3.8,7.5,6.69,7.679
2016-04-11,La Coruna,Las Palmas,1,3,A,19,13,5,6,7,4,8,9,1,1,0,0,Alfonso Álvarez,2.05,3.3,3.6,12.194,11.375
2016-04-15,Levante,Espanol,2,1,H,12,10,4,2,4,6,10,12,5,0,0,0,Alejandro Hernández,2.45,3.3,3.0,9.722,7.88
2016-04-16,Celta,Betis,1,1,D,18,9,5,4,12,4,14,18,4,3,0,0,Ricardo de Burgos,1.6,4.2,5.5,5.52,22.5
2016-04-16,Eibar,Sociedad,2,1,H,9,7,4,4,2,0,16,11,3,3,0,0,Mario Melero,2.7,3.25,2.7,5.75,4.824
2016-04-16,Getafe,Real Madrid,1,5,A,12,21,5,11,5,6,10,10,4,1,0,0,José González,9.5,6.0,1.29,13.56,7.909
2016-04-16,Las Palmas,Sp Gijon,1,1,D,10,12,4,2,3,10,11,21,2,5,0,0,Alberto Undiano,1.95,3.5,4.0,9.45,6.938
2016-04-17,Ath Madrid,Granada,3,0,H,8,11,3,0,4,2,16,14,3,5,0,0,Eduardo Prieto,1.22,6.0,15.0,4.979,14.737
2016-04-17,Barcelona,Valencia,1,2,A,22,7,7,2,7,2,12,15,3,3,0,0,David Fernández,1.14,9.0,17.0,3.781,16.611
2016-04-17,Malaga,Ath Bilbao,0,1,A,17,6,7,3,8,2,13,14,3,5,0,0,José Sánchez,2.3,3.25,3.25,9.762,4.718
2016-04-17,Sevilla,La Coruna,1,1,D,12,5,3,4,10,0,15,8,2,2,0,0,Santiago Jaime,1.53,4.2,6.0,10.2,12.72
2016-04-17,Vallecano,Villarreal,2,1,H,14,6,6,2,4,3,14,15,2,3,0,0,Ignacio Iglesias,2.6,3.3,2.75,4.212,14.385
2016-04-19,Betis,Las Palmas,1,0,H,20,3,6,0,6,3,14,12,2,1,0,1,Iñaki Bikandi,2.1,3.5,3.5,13.304,16.6
2016-04-19,Espanol,Celta,1,1,D,8,3,3,1,2,2,15,13,1,1,0,0,Eduardo Prieto,2.38,3.3,3.0,9.474,4.889
2016-04-20,Ath Bilbao,Ath Madrid,0,1,A,12,8,6,2,6,4,9,6,0,0,0,0,Juan Martínez,4.0,3.3,2.0,5.5,11.879
2016-04-20,La Coruna,Barcelona,0,8,A,16,19,5,10,6,2,11,8,1,0,0,0,Ricardo de Burgos,13.0,7.0,1.2,19.857,8.842
2016-04-20,Malaga,Vallecano,1,1,D,12,11,4,4,7,7,19,13,1,3,0,0,Alberto Undiano,1.85,3.75,4.2,5.778,8.217
2016-04-20,Real Madrid,Villarreal,3,0,H,20,5,6,2,11,1,9,8,2,1,0,0,Carlos Clos Gómez,1.22,7.0,11.0,12.1,15.636
2016-04-20,Sp Gijon,Sevilla,2,1,H,14,18,2,8,5,7,7,15,2,1,0,0,José González,3.1,3.4,2.3,10.222,8.174
2016-04-20,Valencia,Eibar,4,0,H,9,9,6,2,6,3,10,6,1,2,0,0,Daniel Ask,1.62,4.2,5.25,14.316,10.571
2016-04-21,Granada,Levante,5,1,H,13,15,6,5,3,4,16,11,6,5,0,1,Santiago Jaime,1.95,3.5,3.8,9.75,10.273
2016-04-21,Sociedad,Getafe,1,2,A,14,7,5,3,8,2,10,17,2,4,0,0,José Sánchez,1.53,4.2,6.0,5.278,7.486
2016-04-22,Las Palmas,Espanol,4,0,H,14,11,9,5,5,5,14,9,4,4,0,0,Mario Melero,2.25,3.3,3.3,5.938,12.577
2016-04-23,Ath Madrid,Malaga,1,0,H,14,7,4,4,10,4,6,14,3,3,0,0,Antonio Matéu Lahoz,1.33,5.0,11.0,6.184,6.917
2016-04-23,Barcelona,Sp Gijon,6,0,H,24,5,10,3,6,1,11,11,0,2,0,1,Carlos Clos Gómez,1.04,17.0,34.0,7.0,28.0
2016-04-23,Eibar,La Coruna,1,1,D,9,9,2,1,11,7,14,8,0,1,0,0,Eduardo Prieto,2.25,3.2,3.4,7.577,9.722
2016-04-23,Vallecano,Real Madrid,2,3,A,11,16,6,6,4,6,15,9,6,1,0,0,Alejandro Hernández,8.5,5.5,1.33,9.455,8.792
2016-04-24,Getafe,Valencia,2,2,D,18,5,11,4,8,2,14,12,4,1,0,0,Ricardo de Burgos,3.2,3.3,2.3,13.458,8.13
2016-04-24,Levante,Ath Bilbao,2,2,D,10,19,5,8,4,9,13,8,2,1,0,0,Ignacio Iglesias,3.4,3.2,2.25,11.381,9.0
2016-04-24,Sevilla,Betis,2,0,H,13,8,3,2,8,5,25,13,5,4,0,0,Carlos Velasco,1.5,4.33,6.5,4.3,11.737
2016-04-24,Villarreal,Sociedad,0,0,D,8,7,3,2,3,5,17,12,4,1,0,0,David Fernández,1.73,3.75,5.0,9.576,8.571
2016-04-25,Celta,Granada,2,1,H,15,11,4,3,4,4,13,15,2,2,0,0,Jesús Gil,1.53,4.33,6.0,7.947,14.318
2016-04-29,Sp Gijon,Eibar,2,0,H,3,12,3,6,1,5,16,17,2,2,0,0,Alejandro Hernández,1.6,3.8,5.75,11.609,6.258
2016-04-30,Ath Madrid,Vallecano,1,0,H,12,13,6,3,5,7,14,12,1,1,0,0,José Sánchez,1.33,5.0,10.0,7.154,5.115
