Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,Referee,B365H,B365D,B365A,Home_PPDA,Away_PPDA
2023-01-14,Valladolid,Vallecano,0,1,A,9,13,2,6,4,8,17,18,2,2,0,0,Mario Melero,2.75,3.25,2.63,7.192,5.606
2023-01-14,Girona,Sevilla,2,1,H,19,10,7,2,5,2,11,7,3,1,0,0,Valentín Pizarro,2.38,3.4,3.0,12.833,14.833
2023-01-14,Osasuna,Mallorca,1,0,H,15,6,4,2,3,1,15,19,2,3,0,0,César Soto,2.0,3.1,4.33,6.692,13.409
2023-01-14,Sociedad,Ath Bilbao,3,1,H,11,6,5,2,4,2,20,15,5,1,0,1,Guillermo Cuadra,2.4,3.2,3.1,5.871,14.85
2023-01-15,Getafe,Espanol,1,2,A,10,10,2,4,5,1,20,13,2,3,0,0,Jorge Figueroa,2.5,3.0,3.1,5.091,14.0
2023-01-15,Almeria,Ath Madrid,1,1,D,14,12,3,6,3,4,14,12,4,4,0,1,José Sánchez,5.0,3.75,1.7,12.81,17.65
2023-01-16,Cadiz,Elche,1,1,D,16,12,3,5,3,6,11,21,3,2,0,0,Carlos del Cerro,1.91,3.4,4.33,12.765,8.0
2023-01-20,Mallorca,Celta,1,0,H,8,10,3,3,4,6,15,11,2,3,0,0,Juan Pulido,2.8,2.75,3.0,21.375,12.211
2023-01-21,Vallecano,Sociedad,0,2,A,14,12,2,7,3,4,11,11,0,0,0,0,Antonio Matéu,3.1,3.2,2.38,10.0,8.556
2023-01-21,Espanol,Betis,1,0,H,8,13,2,4,7,4,18,8,3,2,0,0,Pablo González,2.7,3.2,2.7,14.652,9.214
2023-01-21,Ath Madrid,Valladolid,3,0,H,18,7,8,1,4,1,12,7,1,1,0,0,Ricardo de Burgos,1.4,4.75,8.5,17.85,11.542
2023-01-21,Sevilla,Cadiz,1,0,H,17,4,9,1,8,1,15,14,1,4,0,1,Alejandro Hernández,1.7,3.75,5.0,3.931,38.333
2023-01-22,Villarreal,Girona,1,0,H,19,8,9,1,3,2,21,15,5,5,0,1,Carlos del Cerro,1.73,3.8,4.5,3.778,24.769
2023-01-22,Elche,Osasuna,1,1,D,13,8,4,4,7,2,19,9,2,1,0,0,Alejandro Muñíz,3.5,3.25,2.15,9.524,9.438
2023-01-22,Barcelona,Getafe,1,0,H,8,7,4,3,4,2,11,6,1,2,0,0,Javier Villanueva,1.18,8.0,15.0,8.037,82.8
2023-01-22,Ath Bilbao,Real Madrid,0,2,A,18,10,3,4,12,2,17,10,3,2,0,0,José Sánchez,2.9,3.4,2.38,9.267,18.636
2023-01-23,Valencia,Almeria,2,2,D,16,14,6,3,6,2,8,8,2,1,0,0,Jesús Gil,1.6,4.2,5.25,7.6,13.5
2023-01-27,Almeria,Espanol,3,1,H,19,6,7,3,2,2,16,6,3,3,0,0,Javier Villanueva,2.38,3.1,3.2,6.52,10.591
2023-01-28,Cadiz,Mallorca,2,0,H,11,9,4,2,6,2,13,12,2,2,0,0,Ricardo de Burgos,2.88,2.8,2.9,11.16,11.933
2023-01-28,Girona,Barcelona,0,1,A,8,8,2,3,4,2,10,15,2,3,1,0,Alejandro Muñíz,5.0,4.33,1.57,16.444,8.889
2023-01-28,Sevilla,Elche,3,0,H,22,6,8,1,5,2,7,8,1,3,0,1,César Soto,1.53,4.0,7.0,4.333,41.9
2023-01-28,Getafe,Betis,0,1,A,6,13,1,2,6,1,25,12,4,2,0,0,Guillermo Cuadra,3.2,2.88,2.63,9.529,6.96
2023-01-29,Valladolid,Valencia,1,0,H,13,15,6,2,4,7,14,15,3,1,0,0,Jorge Figueroa,3.25,3.1,2.4,5.382,11.952
2023-01-29,Osasuna,Ath Madrid,0,1,A,14,13,4,5,5,4,13,7,1,0,0,0,Hsu Jason,3.6,3.1,2.2,13.045,22.538
2023-01-29,Celta,Ath Bilbao,1,0,H,9,5,3,0,2,5,17,19,3,2,0,0,Isidro Díaz de Mera,2.88,3.0,2.7,10.0,7.267
2023-01-29,Real Madrid,Sociedad,0,0,D,20,8,7,3,10,3,8,19,1,4,0,0,Mario Melero,1.67,3.8,5.0,11.875,11.654
2023-01-30,Villarreal,Vallecano,0,1,A,12,11,3,3,5,4,11,18,2,3,0,0,Juan Pulido,1.67,3.8,5.25,6.792,9.9
2023-02-01,Betis,Barcelona,1,2,A,5,13,1,3,1,6,17,9,3,0,1,0,Ricardo de Burgos,5.0,3.8,1.67,15.542,6.276
2023-02-02,Real Madrid,Valencia,2,0,H,19,4,7,0,6,6,12,17,3,1,0,1,Hsu Jason,1.44,4.75,6.5,5.444,21.526
2023-02-03,Ath Bilbao,Cadiz,4,1,H,17,15,9,3,0,3,14,12,2,1,1,0,Valentín Pizarro,1.36,4.5,9.5,16.944,8.227
2023-02-04,Espanol,Osasuna,1,1,D,9,9,4,3,4,3,9,17,3,5,1,1,Jesús Gil,2.55,3.0,3.0,17.875,7.609
2023-02-04,Elche,Villarreal,3,1,H,18,14,7,2,6,10,19,8,4,2,0,0,José Luis Munuera,5.0,3.8,1.67,9.286,6.923
2023-02-04,Ath Madrid,Getafe,1,1,D,12,9,4,1,8,0,11,18,3,5,0,0,Antonio Matéu,1.4,4.33,9.0,7.391,17.2
2023-02-04,Betis,Celta,3,4,A,15,9,7,7,5,5,11,13,2,3,1,0,Carlos del Cerro,2.2,3.2,3.5,7.52,13.0
2023-02-05,Mallorca,Real Madrid,1,0,H,4,20,1,1,1,12,29,14,5,5,0,0,Alejandro Hernández,5.0,3.5,1.73,11.724,4.103
2023-02-05,Girona,Valencia,1,0,H,20,8,8,4,8,4,11,10,1,4,0,0,Javier Villanueva,2.2,3.2,3.5,15.706,23.429
2023-02-05,Sociedad,Valladolid,0,1,A,15,7,4,2,0,4,17,14,4,5,0,0,Pablo González,1.44,4.33,7.5,7.846,9.032
2023-02-05,Barcelona,Sevilla,3,0,H,16,3,7,1,8,3,8,10,0,2,0,0,José Sánchez,1.33,5.25,8.5,11.13,25.125
2023-02-06,Vallecano,Almeria,2,0,H,15,14,11,5,3,7,16,9,3,3,0,0,César Soto,1.73,3.6,5.0,7.759,9.565
2023-02-10,Cadiz,Girona,2,0,H,12,7,3,1,5,6,17,11,4,4,0,0,Juan Pulido,3.0,3.2,2.45,7.838,6.619
2023-02-11,Almeria,Betis,2,3,A,16,12,9,7,8,2,12,10,2,3,0,0,Hsu Jason,2.8,3.4,2.5,11.4,11.684
2023-02-11,Sevilla,Mallorca,2,0,H,15,6,6,0,8,2,9,14,5,2,0,0,Javier Villanueva,1.91,3.2,4.5,15.583,12.773
2023-02-11,Valencia,Ath Bilbao,1,2,A,18,11,8,3,7,1,11,17,2,2,0,0,César Soto,3.0,3.2,2.45,8.31,6.654
2023-02-12,Getafe,Vallecano,1,1,D,13,19,4,4,5,6,21,19,4,4,1,0,Isidro Díaz de Mera,2.8,2.9,2.88,7.933,8.35
2023-02-12,Celta,Ath Madrid,0,1,A,14,10,3,2,7,5,10,13,2,2,0,1,Jorge Figueroa,3.6,3.1,2.2,11.96,8.167
2023-02-12,Valladolid,Osasuna,0,0,D,18,15,5,4,10,4,13,16,1,3,0,0,Guillermo Cuadra,2.75,3.1,2.7,7.036,9.455
2023-02-12,Villarreal,Barcelona,0,1,A,11,7,2,4,6,2,22,18,4,4,0,0,Alejandro Hernández,3.75,4.0,1.85,6.686,5.311
2023-02-13,Espanol,Sociedad,2,3,A,10,11,6,5,4,3,9,17,4,1,1,0,Alejandro Muñíz,3.5,3.0,2.3,12.727,7.107
2023-02-15,Real Madrid,Elche,4,0,H,26,7,13,0,6,4,5,13,1,3,0,0,Ricardo de Burgos,1.18,7.5,15.0,8.429,23.368
2023-02-17,Girona,Almeria,6,2,H,14,16,8,4,1,7,10,8,1,1,0,0,Valentín Pizarro,1.8,3.75,4.33,17.571,12.043
2023-02-18,Sociedad,Celta,1,1,D,9,18,3,4,3,7,14,12,3,5,0,1,Miguel Ángel Ortiz Arias,1.8,3.3,5.25,10.353,11.36
2023-02-18,Betis,Valladolid,2,1,H,16,17,10,3,4,6,18,15,3,5,0,0,Antonio Matéu,1.6,3.75,6.5,6.853,6.065
2023-02-18,Mallorca,Villarreal,4,2,H,13,8,5,4,4,4,19,8,5,0,0,1,José Sánchez,3.2,3.0,2.45,8.531,13.0
2023-02-18,Osasuna,Real Madrid,0,2,A,11,11,4,6,5,5,17,7,3,2,0,0,José Luis Munuera,4.33,3.6,1.8,10.692,26.667
2023-02-19,Elche,Espanol,0,1,A,19,11,5,4,10,5,11,12,2,3,1,0,Carlos del Cerro,2.9,3.1,2.63,8.444,7.476
2023-02-19,Vallecano,Sevilla,1,1,D,18,7,5,2,7,3,15,6,4,1,0,0,Jesús Gil,2.5,3.1,3.0,6.923,9.609
2023-02-19,Ath Madrid,Ath Bilbao,1,0,H,17,8,5,2,6,5,7,13,2,3,0,0,Juan Martínez,2.0,3.3,4.0,13.158,18.053
2023-02-19,Barcelona,Cadiz,2,0,H,16,14,5,4,5,6,15,18,2,3,0,0,Pablo González,1.18,7.0,13.0,7.957,17.429
2023-02-20,Getafe,Valencia,1,0,H,15,8,6,3,4,5,11,8,6,1,0,0,Mario Melero,2.75,3.0,2.8,18.6,8.562
2023-02-24,Elche,Betis,2,3,A,4,21,2,9,3,3,16,9,4,1,2,0,Javier Villanueva,3.5,3.3,2.1,23.083,3.727
2023-02-25,Espanol,Mallorca,2,1,H,9,15,3,4,0,4,15,18,2,2,0,0,Hsu Jason,2.5,2.9,3.2,7.9,8.579
2023-02-25,Cadiz,Vallecano,1,0,H,5,11,3,2,4,6,19,19,3,4,0,1,Alejandro Muñíz,2.9,3.0,2.7,6.71,4.739
2023-02-25,Real Madrid,Ath Madrid,1,1,D,18,7,7,2,7,4,10,8,3,3,0,1,Jesús Gil,1.8,3.5,5.0,9.909,17.056
2023-02-25,Valencia,Sociedad,1,0,H,8,11,3,3,7,8,13,12,6,3,0,0,Alejandro Hernández,3.1,3.1,2.5,10.043,5.0
2023-02-26,Ath Bilbao,Girona,2,3,A,17,8,3,4,11,3,17,8,5,5,0,0,Isidro Díaz de Mera,1.67,3.8,5.25,5.618,10.095
2023-02-26,Celta,Valladolid,3,0,H,18,6,4,3,5,4,6,5,1,3,0,1,Ricardo de Burgos,1.7,3.75,5.25,8.296,11.55
2023-02-26,Almeria,Barcelona,1,0,H,7,14,4,1,4,7,13,11,3,3,0,0,Miguel Ángel Ortiz Arias,7.0,4.75,1.44,20.0,3.952
2023-02-26,Sevilla,Osasuna,2,3,A,22,11,8,4,10,2,10,15,4,2,1,0,Juan Pulido,1.85,3.25,4.5,10.615,12.37
2023-02-27,Villarreal,Getafe,2,1,H,11,8,5,3,6,6,9,13,0,1,0,0,Jorge Figueroa,1.67,3.6,5.75,8.882,9.281
2023-03-03,Sociedad,Cadiz,0,0,D,15,6,3,2,4,0,18,18,0,1,0,0,Antonio Matéu,1.5,3.9,7.5,2.767,10.333
2023-03-04,Getafe,Girona,3,2,H,10,9,6,7,3,3,24,11,5,4,0,0,Juan Martínez,2.75,3.0,2.8,7.912,7.438
2023-03-04,Almeria,Villarreal,0,2,A,6,16,0,6,2,10,11,10,2,4,0,0,Pablo González,3.5,3.6,2.05,16.5,8.538
2023-03-04,Mallorca,Elche,0,1,A,14,15,3,6,6,7,17,14,3,3,0,0,José Luis Munuera,1.7,3.4,5.75,8.545,10.409
2023-03-04,Ath Madrid,Sevilla,6,1,H,18,8,8,1,7,3,12,11,1,4,0,1,Guillermo Cuadra,1.67,3.6,5.25,18.095,17.579
2023-03-05,Valladolid,Espanol,2,1,H,15,12,5,2,9,6,4,11,3,2,0,0,Valentín Pizarro,2.5,3.2,2.88,13.235,8.667
2023-03-05,Barcelona,Valencia,1,0,H,13,13,4,1,5,2,11,13,0,0,1,0,Hsu Jason,1.53,4.5,5.75,8.826,10.556
2023-03-05,Vallecano,Ath Bilbao,0,0,D,18,16,2,3,7,9,9,17,1,0,0,1,Mario Melero,2.9,3.1,2.6,9.889,5.0
2023-03-05,Betis,Real Madrid,0,0,D,8,15,4,5,5,3,12,13,3,4,0,0,César Soto,4.75,3.75,1.73,17.478,7.567
2023-03-06,Osasuna,Celta,0,0,D,10,6,5,0,6,4,12,12,0,2,0,0,José Sánchez,2.8,3.0,2.8,5.621,19.278
2023-03-10,Cadiz,Getafe,2,2,D,11,16,4,10,2,6,13,16,4,5,1,1,Alejandro Hernández,2.5,2.88,3.3,8.933,7.263
2023-03-11,Real Madrid,Espanol,3,1,H,22,10,7,3,7,4,12,17,3,2,0,0,Jorge Figueroa,1.25,6.5,9.5,8.474,10.6
2023-03-11,Elche,Valladolid,1,1,D,24,5,10,1,10,3,19,11,4,6,0,2,Isidro Díaz de Mera,2.7,3.3,2.7,5.0,7.905
2023-03-11,Celta,Vallecano,3,0,H,15,12,6,3,3,7,13,12,2,3,0,0,Juan Pulido,2.1,3.2,4.0,9.667,7.478
2023-03-11,Valencia,Osasuna,1,0,H,8,7,4,0,12,3,8,19,2,5,0,0,Javier Villanueva,2.1,3.2,3.8,9.625,6.4
2023-03-12,Mallorca,Sociedad,1,1,D,8,8,2,2,3,2,19,20,2,2,0,1,Juan Martínez,3.5,2.9,2.38,11.958,4.129
2023-03-12,Sevilla,Almeria,2,1,H,27,13,5,5,6,4,8,11,4,4,0,0,Ricardo de Burgos,1.73,3.6,5.25,8.077,12.111
2023-03-12,Villarreal,Betis,1,1,D,15,6,4,3,2,4,8,11,3,2,0,0,Miguel Ángel Ortiz Arias,1.95,3.6,3.8,10.45,15.368
2023-03-12,Ath Bilbao,Barcelona,0,1,A,15,10,5,2,5,3,13,7,2,1,0,0,Jesús Gil,3.5,3.3,2.15,11.839,13.455
2023-03-13,Girona,Ath Madrid,0,1,A,6,14,4,4,1,3,6,12,2,3,0,0,Mario Melero,3.75,3.4,2.05,17.812,20.882
2023-03-17,Valladolid,Ath Bilbao,1,3,A,15,15,3,6,2,9,9,14,2,2,0,0,Hsu Jason,4.2,3.6,1.83,9.333,7.8
2023-03-18,Almeria,Cadiz,1,1,D,17,10,5,4,5,2,12,12,1,4,0,0,Carlos del Cerro,2.0,3.5,3.6,5.2,24.0
2023-03-18,Vallecano,Girona,2,2,D,15,12,3,4,3,5,15,16,2,2,0,0,Pablo González,2.0,3.4,3.8,8.444,7.565
2023-03-18,Espanol,Celta,1,3,A,11,8,3,4,4,1,11,12,2,2,0,0,Guillermo Cuadra,2.75,3.25,2.55,9.318,12.182
2023-03-18,Ath Madrid,Valencia,3,0,H,14,9,6,1,4,2,12,9,2,0,0,0,José Luis Munuera,1.55,4.2,5.75,10.565,20.0
2023-03-19,Betis,Mallorca,1,0,H,10,5,3,1,4,4,8,15,1,2,0,0,Valentín Pizarro,1.8,3.2,5.25,7.68,14.364
2023-03-19,Osasuna,Villarreal,0,3,A,10,12,2,6,7,1,15,7,3,2,0,0,Alejandro Muñíz,3.0,3.1,2.45,7.433,13.133
2023-03-19,Sociedad,Elche,2,0,H,17,4,4,3,5,3,16,16,2,1,0,0,José Sánchez,1.4,4.75,8.5,4.625,11.773
2023-03-19,Getafe,Sevilla,2,0,H,15,11,4,4,4,1,22,10,4,2,0,0,Antonio Matéu,2.9,3.1,2.5,8.026,11.818
2023-03-19,Barcelona,Real Madrid,2,1,H,17,11,7,3,8,1,12,13,4,3,0,0,Ricardo de Burgos,2.15,3.5,3.25,10.481,13.409
2023-03-31,Mallorca,Osasuna,0,0,D,10,11,1,2,2,3,19,17,7,3,1,0,Isidro Díaz de Mera,2.2,2.9,3.9,8.783,5.909
2023-04-01,Girona,Espanol,2,1,H,14,5,4,1,5,2,12,16,4,2,0,1,Miguel Ángel Ortiz Arias,1.91,3.3,4.33,8.733,10.739
2023-04-01,Ath Bilbao,Getafe,0,0,D,17,9,3,1,13,3,8,9,0,0,0,0,Javier Villanueva,1.57,3.8,6.5,5.895,12.35
2023-04-01,Cadiz,Sevilla,0,2,A,14,11,3,5,8,4,9,14,3,4,0,0,César Soto,3.4,3.1,2.3,7.944,5.583
2023-04-01,Elche,Barcelona,0,4,A,15,12,2,6,11,3,11,11,0,3,0,0,Carlos del Cerro,9.5,5.0,1.33,11.867,8.15
2023-04-02,Celta,Almeria,2,2,D,21,8,5,3,4,1,13,12,3,5,0,0,Alejandro Hernández,1.55,4.0,6.0,10.115,11.478
2023-04-02,Real Madrid,Valladolid,6,0,H,30,12,17,2,9,1,17,11,0,1,0,0,Juan Pulido,1.2,7.5,11.0,8.75,19.188
2023-04-02,Villarreal,Sociedad,2,0,H,16,16,4,3,4,4,12,19,5,3,1,0,Jesús Gil,2.4,3.1,3.2,7.13,8.37
2023-04-02,Ath Madrid,Betis,1,0,H,13,6,7,2,5,1,20,11,1,2,0,0,Juan Martínez,1.53,4.0,6.5,8.457,19.0
2023-04-03,Valencia,Vallecano,1,1,D,18,7,4,2,13,3,15,16,2,3,0,0,Jorge Figueroa,2.05,3.2,3.8,7.15,6.968
2023-04-07,Sevilla,Celta,2,2,D,7,9,2,4,8,3,11,9,6,2,2,0,Valentín Pizarro,2.1,3.4,3.5,16.056,9.077
2023-04-08,Osasuna,Elche,2,1,H,22,7,6,1,9,2,15,7,1,3,0,0,Pablo González,1.73,3.6,5.0,4.125,17.857
2023-04-08,Espanol,Ath Bilbao,1,2,A,9,12,2,7,8,7,14,18,6,4,1,0,José Luis Munuera,3.5,3.2,2.2,14.412,10.4
2023-04-08,Sociedad,Getafe,2,0,H,11,6,6,4,3,2,11,9,2,1,0,0,Mario Melero,1.7,3.3,6.0,9.529,18.0
2023-04-08,Real Madrid,Villarreal,2,3,A,18,17,4,8,6,7,8,19,0,3,0,0,Hsu Jason,1.53,4.33,5.75,20.0,8.265
2023-04-09,Valladolid,Mallorca,3,3,D,10,14,6,6,1,2,13,20,3,5,0,0,Alejandro Muñíz,2.5,2.9,3.2,7.235,8.235
2023-04-09,Betis,Cadiz,0,2,A,9,15,3,4,5,6,18,16,3,3,2,0,Guillermo Cuadra,1.62,3.75,5.75,18.167,5.312
2023-04-09,Almeria,Valencia,2,1,H,10,11,4,4,3,7,11,11,3,2,0,0,José Sánchez,3.0,3.3,2.4,17.231,12.231
2023-04-09,Vallecano,Ath Madrid,1,2,A,15,14,3,4,8,2,8,7,0,0,1,0,Ricardo de Burgos,4.33,3.5,1.85,15.478,20.769
2023-04-10,Barcelona,Girona,0,0,D,18,5,3,0,12,2,14,14,0,2,0,0,Antonio Matéu,1.3,5.5,10.0,6.719,11.714
2023-04-14,Vallecano,Osasuna,2,1,H,12,8,3,4,2,3,18,16,2,3,0,0,José Luis Munuera,2.2,3.1,3.6,7.485,6.68
2023-04-15,Villarreal,Valladolid,1,2,A,22,14,7,7,8,5,9,18,1,6,0,0,Javier Villanueva,1.44,4.75,6.5,4.682,10.154
2023-04-15,Ath Bilbao,Sociedad,2,0,H,13,13,5,4,5,2,16,14,5,2,0,0,César Soto,2.25,3.1,3.5,4.579,6.793
2023-04-15,Betis,Espanol,3,1,H,15,13,8,4,4,13,9,13,2,2,0,0,Alejandro Hernández,1.83,3.5,4.5,11.737,11.1
2023-04-15,Cadiz,Real Madrid,0,2,A,12,35,3,11,2,9,12,7,1,0,0,0,Jesús Gil,5.75,4.2,1.55,22.312,8.389
2023-04-16,Girona,Elche,2,0,H,14,13,4,5,3,4,9,14,3,3,0,1,Jorge Figueroa,1.53,4.33,6.0,13.4,9.958
2023-04-16,Getafe,Barcelona,0,0,D,5,15,1,3,1,5,13,12,2,1,0,0,Juan Pulido,6.0,3.8,1.6,10.81,5.737
2023-04-16,Ath Madrid,Almeria,2,1,H,19,2,7,0,9,2,7,8,3,3,0,0,Isidro Díaz de Mera,1.22,7.0,11.0,9.52,25.857
2023-04-16,Valencia,Sevilla,0,2,A,13,6,3,3,6,2,10,17,1,4,1,0,Carlos del Cerro,2.2,3.2,3.6,10.765,16.562
2023-04-17,Celta,Mallorca,0,1,A,12,8,3,2,7,5,10,19,2,1,1,0,Miguel Ángel Ortiz Arias,1.8,3.3,5.25,4.471,11.857
2023-04-21,Espanol,Cadiz,0,0,D,14,11,5,2,6,3,8,22,4,2,0,0,Juan Martínez,2.05,3.25,3.8,11.385,7.542
2023-04-22,Osasuna,Betis,3,2,H,10,21,5,6,5,13,20,13,2,0,0,0,Hsu Jason,2.55,3.2,2.88,9.5,6.273
2023-04-22,Almeria,Ath Bilbao,1,2,A,12,14,4,3,3,4,8,20,2,4,0,0,Valentín Pizarro,3.8,3.75,1.85,15.071,9.615
2023-04-22,Sociedad,Vallecano,2,1,H,7,7,1,2,3,3,18,19,1,2,0,0,Alejandro Muñíz,1.67,3.5,6.0,3.364,6.25
2023-04-22,Valladolid,Girona,1,0,H,15,12,6,6,5,7,14,9,1,1,0,0,Mario Melero,2.5,3.4,2.8,7.703,8.043
2023-04-22,Real Madrid,Celta,2,0,H,17,12,5,2,8,3,10,10,1,2,0,0,Antonio Matéu,1.36,5.0,9.0,6.654,23.722
2023-04-23,Elche,Valencia,0,2,A,7,5,1,3,11,6,12,6,3,1,0,0,Guillermo Cuadra,4.33,3.5,1.85,4.333,13.591
2023-04-23,Barcelona,Ath Madrid,1,0,H,13,13,4,3,3,3,15,16,4,7,0,0,José Sánchez,1.95,3.3,4.2,9.429,13.385
2023-04-23,Mallorca,Getafe,3,1,H,8,3,4,1,2,2,15,18,2,3,0,0,Pablo González,2.3,2.88,3.75,10.0,8.208
2023-04-23,Sevilla,Villarreal,2,1,H,17,17,4,5,5,3,12,10,1,2,0,0,Ricardo de Burgos,2.75,3.4,2.55,9.724,9.692
2023-04-25,Cadiz,Osasuna,0,1,A,20,6,4,4,11,2,8,15,0,1,0,1,Carlos del Cerro,2.3,3.1,3.4,14.2,12.947
2023-04-25,Girona,Real Madrid,4,2,H,13,18,5,3,3,8,7,6,1,2,0,0,Javier Villanueva,5.25,4.33,1.57,21.867,9.0
2023-04-25,Betis,Sociedad,0,0,D,10,10,1,3,2,4,13,23,1,3,0,0,Juan Martínez,2.75,3.25,2.63,8.667,7.933
2023-04-26,Ath Madrid,Mallorca,3,1,H,24,6,9,2,5,8,10,9,0,0,0,0,Juan Pulido,1.4,4.33,8.5,5.68,26.231
2023-04-26,Getafe,Almeria,1,2,A,21,23,9,11,4,6,15,9,2,2,1,0,Hsu Jason,1.91,3.3,4.5,9.769,5.739
2023-04-26,Celta,Elche,1,0,H,17,16,9,1,10,6,9,12,0,0,0,0,Isidro Díaz de Mera,1.3,5.25,10.0,8.516,10.889
2023-04-26,Vallecano,Barcelona,2,1,H,9,10,6,5,3,9,10,14,1,4,0,0,Jesús Gil,4.75,3.75,1.73,11.423,6.762
2023-04-27,Valencia,Valladolid,2,1,H,18,8,5,2,6,2,16,17,0,4,0,0,José Luis Munuera,1.75,3.75,4.75,8.63,6.542
2023-04-27,Villarreal,Espanol,4,2,H,31,13,13,4,9,2,14,10,2,4,0,1,César Soto,1.57,4.0,6.0,7.833,10.5
2023-04-27,Ath Bilbao,Sevilla,0,1,A,7,4,2,1,8,2,7,11,3,3,0,0,Alejandro Hernández,1.75,3.6,4.5,9.55,8.846
2023-04-28,Osasuna,Sociedad,0,2,A,13,12,1,8,4,2,12,15,3,1,0,0,Valentín Pizarro,3.75,3.0,2.2,9.304,10.333
2023-04-29,Elche,Vallecano,4,0,H,18,14,9,3,3,8,13,16,1,2,0,1,Mario Melero,4.75,3.5,1.8,12.133,5.162
2023-04-29,Real Madrid,Almeria,4,2,H,15,9,12,3,7,0,12,16,2,2,0,0,Guillermo Cuadra,1.14,8.5,15.0,5.743,25.357
2023-04-29,Barcelona,Betis,4,0,H,15,4,8,1,10,0,10,9,0,2,0,1,Carlos del Cerro,1.33,5.0,9.0,9.13,24.857
2023-04-30,Cadiz,Valencia,2,1,H,8,16,4,4,5,6,14,10,6,2,0,0,Ricardo de Burgos,3.1,3.1,2.45,6.077,4.92
2023-04-30,Villarreal,Celta,3,1,H,9,14,3,5,4,9,12,11,1,4,0,0,Pablo González,1.8,3.6,4.5,9.542,14.091
2023-04-30,Espanol,Getafe,1,0,H,17,7,8,2,6,3,12,23,3,5,0,0,José Sánchez,2.38,3.0,3.3,4.273,8.44
2023-04-30,Valladolid,Ath Madrid,2,5,A,19,9,6,6,9,1,14,8,2,1,0,0,Antonio Matéu,5.5,3.8,1.65,9.5,31.444
2023-05-01,Mallorca,Ath Bilbao,1,1,D,9,16,2,6,5,7,17,9,4,2,0,0,Jorge Figueroa,3.6,3.0,2.25,22.857,5.955
2023-05-01,Sevilla,Girona,0,2,A,23,9,5,3,6,1,14,11,1,1,0,0,Alejandro Muñíz,1.95,3.5,3.8,5.083,22.077
2023-05-02,Almeria,Elche,2,1,H,10,14,4,1,7,13,8,9,2,2,0,0,Alejandro Hernández,1.62,4.33,5.0,13.235,6.867
2023-05-02,Barcelona,Osasuna,1,0,H,21,7,4,2,11,0,7,10,0,0,0,1,Javier Villanueva,1.14,7.5,19.0,6.125,20.429
2023-05-02,Sociedad,Real Madrid,2,0,H,9,10,4,5,2,6,17,9,1,5,0,1,Juan Pulido,2.55,3.4,2.8,8.333,19.333
2023-05-03,Valencia,Villarreal,1,1,D,8,11,1,4,6,6,14,13,4,2,0,0,Jesús Gil,2.75,3.3,2.55,11.185,4.095
2023-05-03,Ath Madrid,Cadiz,5,1,H,18,2,8,1,5,2,12,9,3,2,0,0,César Soto,1.29,5.5,12.0,18.143,22.154
2023-05-03,Getafe,Celta,1,0,H,14,7,4,1,1,5,21,14,7,5,0,1,Guillermo Cuadra,2.55,3.0,3.1,10.625,5.2
2023-05-04,Girona,Mallorca,2,1,H,17,8,7,2,9,5,9,13,4,0,0,0,Juan Martínez,2.1,3.2,3.75,6.478,13.05
2023-05-04,Sevilla,Espanol,3,2,H,18,7,6,3,9,0,15,11,1,2,0,0,Hsu Jason,1.83,3.6,4.2,5.862,12.944
2023-05-04,Ath Bilbao,Betis,0,1,A,21,12,6,2,13,2,13,7,1,3,1,0,Miguel Ángel Ortiz Arias,1.7,4.0,4.75,7.316,19.2
2023-05-04,Vallecano,Valladolid,2,1,H,16,7,6,4,3,4,18,15,0,0,0,0,Isidro Díaz de Mera,1.73,3.8,4.75,7.393,6.138
2023-05-12,Mallorca,Cadiz,1,0,H,8,14,3,4,3,7,16,14,5,3,0,0,José Sánchez,2.15,2.9,4.0,10.286,9.467
2023-05-13,Sociedad,Girona,2,2,D,18,13,6,6,7,4,22,13,5,3,0,1,Jorge Figueroa,1.62,4.0,5.5,6.486,18.909
2023-05-13,Osasuna,Almeria,3,1,H,18,8,7,3,4,1,7,7,0,0,0,0,Antonio Matéu,2.05,3.5,3.6,9.391,14.5
2023-05-13,Villarreal,Ath Bilbao,5,1,H,17,11,11,5,7,5,11,13,4,3,0,0,Carlos del Cerro,2.1,3.5,3.4,9.278,8.969
2023-05-13,Real Madrid,Getafe,1,0,H,16,9,3,2,1,3,5,23,1,4,0,0,Juan Martínez,1.55,4.0,6.5,6.105,22.174
2023-05-14,Celta,Valencia,1,2,A,10,12,6,5,5,4,13,19,3,5,0,1,César Soto,2.2,3.3,3.4,5.038,12.391
2023-05-14,Elche,Ath Madrid,1,0,H,15,13,4,4,3,5,16,3,2,0,0,0,Alejandro Muñíz,8.0,5.0,1.36,9.3,15.632
2023-05-14,Valladolid,Sevilla,0,3,A,28,17,6,5,8,3,9,16,2,1,0,0,Miguel Ángel Ortiz Arias,2.25,3.5,3.1,8.895,11.611
2023-05-14,Espanol,Barcelona,2,4,A,15,15,7,5,4,3,12,9,1,3,0,0,Ricardo de Burgos,5.25,4.0,1.65,19.208,7.095
2023-05-15,Betis,Vallecano,3,1,H,11,16,5,4,6,5,11,9,3,2,0,1,Juan Pulido,1.91,3.5,4.0,12.316,8.476
