Season,Team,Date,h_a,PPDA,OPPDA
21-22,Sevilla,2022-03-04 20:00:00,a,10.090909090909092,9.314285714285715
21-22,Sevilla,2022-03-13 13:00:00,a,7.857142857142857,10.875
21-22,Sevilla,2022-03-20 17:30:00,h,6.517241379310345,18.31578947368421
21-22,Sevilla,2022-04-03 19:00:00,a,16.055555555555557,9.0625
21-22,Sevilla,2022-04-08 19:00:00,h,5.166666666666667,24.714285714285715
21-22,Sevilla,2022-04-17 19:00:00,h,12.384615384615385,13.380952380952381
21-22,Sevilla,2022-04-21 17:00:00,a,11.0,12.8
21-22,Sevilla,2022-04-29 19:00:00,h,9.24,12.826086956521738
21-22,Sevilla,2022-05-08 14:15:00,a,11.80952380952381,11.842105263157896
21-22,Sevilla,2022-05-11 18:30:00,h,6.0,14.428571428571429
21-22,Sevilla,2022-05-15 17:30:00,a,10.833333333333334,11.11111111111111
21-22,Sevilla,2022-05-22 20:00:00,h,16.636363636363637,12.096774193548388
21-22,Real Sociedad,2021-08-15 18:00:00,a,12.0,6.857142857142857
21-22,Real Sociedad,2021-08-22 15:00:00,h,5.111111111111111,9.962962962962964
21-22,Real Sociedad,2021-08-28 17:30:00,h,9.928571428571429,8.65625
21-22,Real Sociedad,2021-09-12 16:30:00,a,3.0416666666666665,26.133333333333333
21-22,Real Sociedad,2021-09-19 14:15:00,h,8.961538461538462,15.916666666666666
21-22,Real Sociedad,2021-09-23 17:30:00,a,8.823529411764707,13.789473684210526
21-22,Real Sociedad,2021-09-26 16:30:00,h,7.380952380952381,17.11111111111111
21-22,Real Sociedad,2021-10-03 16:30:00,a,5.0,7.5
21-22,Real Sociedad,2021-10-16 19:00:00,h,7.434782608695652,6.4
21-22,Real Sociedad,2021-10-24 19:00:00,a,16.466666666666665,9.92
21-22,Real Sociedad,2021-10-28 17:00:00,a,12.714285714285714,6.709677419354839
21-22,Real Sociedad,2021-10-31 20:00:00,h,7.111111111111111,12.904761904761905
21-22,Real Sociedad,2021-11-07 17:30:00,a,8.047619047619047,11.576923076923077
21-22,Real Sociedad,2021-11-21 20:00:00,h,6.5,11.84
21-22,Real Sociedad,2021-11-28 15:15:00,a,8.333333333333334,17.05
21-22,Real Sociedad,2021-12-04 20:00:00,h,9.851851851851851,32.0
21-22,Real Sociedad,2021-12-12 17:30:00,a,10.2,10.2
21-22,Real Sociedad,2021-12-18 15:15:00,h,9.869565217391305,5.44
21-22,Real Sociedad,2022-01-02 17:30:00,a,7.769230769230769,7.871794871794871
21-22,Real Sociedad,2022-01-08 15:15:00,h,13.833333333333334,4.533333333333333
21-22,Real Sociedad,2022-01-23 17:30:00,h,5.428571428571429,12.709677419354838
21-22,Real Sociedad,2022-02-06 13:00:00,a,5.6875,7.615384615384615
21-22,Real Sociedad,2022-02-13 17:30:00,h,8.36,12.5
21-22,Real Sociedad,2022-02-20 20:00:00,a,9.222222222222221,11.565217391304348
21-22,Real Sociedad,2022-02-27 17:30:00,h,9.380952380952381,12.25
21-22,Real Sociedad,2022-03-02 20:00:00,a,10.571428571428571,12.96
21-22,Real Sociedad,2022-03-05 20:00:00,a,19.733333333333334,9.518518518518519
21-22,Real Sociedad,2022-03-13 17:30:00,h,9.466666666666667,12.26086956521739
21-22,Real Sociedad,2022-03-20 17:30:00,a,18.31578947368421,6.517241379310345
21-22,Real Sociedad,2022-04-04 19:00:00,h,6.115384615384615,29.75
21-22,Real Sociedad,2022-04-10 16:30:00,a,7.076923076923077,11.625
21-22,Real Sociedad,2022-04-15 19:00:00,h,7.384615384615385,22.416666666666668
21-22,Real Sociedad,2022-04-21 19:30:00,h,7.166666666666667,16.35
21-22,Real Sociedad,2022-05-01 16:30:00,a,18.5,10.74074074074074
21-22,Real Sociedad,2022-05-06 19:00:00,a,5.413793103448276,11.037037037037036
21-22,Real Sociedad,2022-05-12 17:00:00,h,9.458333333333334,13.055555555555555
21-22,Real Sociedad,2022-05-15 17:30:00,a,6.777777777777778,11.61111111111111
21-22,Real Sociedad,2022-05-22 20:00:00,h,5.375,12.1
21-22,Espanyol,2021-08-14 20:00:00,a,7.2,5.027027027027027
21-22,Espanyol,2021-08-21 17:30:00,h,14.882352941176471,7.523809523809524
21-22,Espanyol,2021-08-27 18:00:00,a,8.043478260869565,9.346153846153847
21-22,Espanyol,2021-09-12 12:00:00,h,9.592592592592593,7.1923076923076925
21-22,Espanyol,2021-09-19 16:30:00,a,14.61111111111111,6.96
21-22,Espanyol,2021-09-22 17:30:00,h,7.4,7.882352941176471
21-22,Espanyol,2021-09-25 16:30:00,a,13.476190476190476,9.238095238095237
21-22,Espanyol,2021-10-03 14:15:00,h,20.0,7.545454545454546
21-22,Espanyol,2021-10-18 19:00:00,h,20.181818181818183,11.454545454545455
21-22,Espanyol,2021-10-23 16:30:00,a,17.333333333333332,8.92
21-22,Espanyol,2021-10-26 19:00:00,h,14.8125,9.476190476190476
21-22,Espanyol,2021-10-31 17:30:00,a,10.428571428571429,8.107142857142858
21-22,Espanyol,2021-11-06 13:00:00,h,17.533333333333335,11.277777777777779
21-22,Espanyol,2021-11-20 20:00:00,a,16.94736842105263,6.258064516129032
21-22,Espanyol,2021-11-28 15:15:00,h,17.05,8.333333333333334
21-22,Espanyol,2021-12-05 13:00:00,a,11.842105263157896,5.815789473684211
21-22,Espanyol,2021-12-11 13:00:00,h,14.722222222222221,10.538461538461538
21-22,Espanyol,2021-12-17 20:00:00,a,14.19047619047619,7.135135135135135
21-22,Espanyol,2021-12-31 15:15:00,a,6.7,14.285714285714286
21-22,Espanyol,2022-01-10 20:00:00,h,8.5,12.9
21-22,Espanyol,2022-01-18 18:00:00,a,9.91304347826087,16.733333333333334
21-22,Espanyol,2022-01-21 20:00:00,h,19.0,9.333333333333334
21-22,Espanyol,2022-02-07 20:00:00,a,10.842105263157896,11.12
21-22,Espanyol,2022-02-13 20:00:00,h,21.615384615384617,7.090909090909091
21-22,Espanyol,2022-02-20 13:00:00,h,12.541666666666666,7.88
21-22,Espanyol,2022-02-27 13:00:00,a,13.0,8.136363636363637
21-22,Espanyol,2022-03-05 15:15:00,h,6.65625,9.516129032258064
21-22,Espanyol,2022-03-12 13:00:00,a,14.38888888888889,7.2592592592592595
21-22,Espanyol,2022-03-20 13:00:00,h,10.105263157894736,10.105263157894736
21-22,Espanyol,2022-04-04 19:00:00,a,29.75,6.115384615384615
21-22,Espanyol,2022-04-10 14:15:00,h,13.5,9.10344827586207
21-22,Espanyol,2022-04-17 14:15:00,a,12.818181818181818,14.15
21-22,Espanyol,2022-04-21 17:00:00,h,8.95,9.862068965517242
21-22,Espanyol,2022-04-30 14:15:00,a,25.2,15.133333333333333
21-22,Espanyol,2022-05-08 16:30:00,h,23.272727272727273,9.607142857142858
21-22,Espanyol,2022-05-11 17:00:00,a,20.428571428571427,12.333333333333334
21-22,Espanyol,2022-05-15 17:30:00,h,10.0,6.523809523809524
21-22,Espanyol,2022-05-22 18:00:00,a,9.933333333333334,17.0
21-22,Getafe,2021-08-13 19:00:00,a,4.4375,10.15
21-22,Getafe,2021-08-23 18:00:00,h,11.709677419354838,10.307692307692308
21-22,Getafe,2021-08-29 15:00:00,a,10.534883720930232,5.470588235294118
21-22,Getafe,2021-09-13 18:00:00,h,8.275862068965518,18.75
21-22,Getafe,2021-09-18 12:00:00,a,5.0,8.733333333333333
21-22,Getafe,2021-09-21 17:30:00,h,12.125,6.3125
21-22,Getafe,2021-09-26 19:00:00,a,6.925,9.875
21-22,Getafe,2021-10-03 16:30:00,h,7.5,5.0
21-22,Getafe,2021-10-16 16:30:00,a,11.714285714285714,7.3
21-22,Getafe,2021-10-25 19:00:00,h,14.214285714285714,5.931034482758621
21-22,Getafe,2021-10-28 18:00:00,a,13.321428571428571,3.761904761904762
21-22,Getafe,2021-10-31 17:30:00,h,8.107142857142858,10.428571428571429
21-22,Getafe,2021-11-07 13:00:00,a,9.794871794871796,4.878787878787879
21-22,Getafe,2021-11-21 13:00:00,h,10.538461538461538,15.071428571428571
21-22,Getafe,2021-11-27 17:30:00,a,6.222222222222222,11.666666666666666
21-22,Getafe,2021-12-06 20:00:00,h,12.9,7.6
21-22,Getafe,2021-12-11 15:15:00,a,11.25925925925926,4.785714285714286
21-22,Getafe,2021-12-19 17:30:00,h,9.318181818181818,12.133333333333333
21-22,Getafe,2022-01-02 13:00:00,h,17.0,7.0588235294117645
21-22,Getafe,2022-01-09 15:15:00,a,16.392857142857142,7.75
21-22,Getafe,2022-01-20 18:00:00,h,6.903225806451613,14.0
21-22,Getafe,2022-01-23 17:30:00,a,12.709677419354838,5.428571428571429
21-22,Getafe,2022-02-04 20:00:00,h,14.08695652173913,9.3
21-22,Getafe,2022-02-12 20:00:00,a,9.074074074074074,9.36
21-22,Getafe,2022-02-19 17:30:00,a,23.0,8.705882352941176
21-22,Getafe,2022-02-26 15:15:00,h,11.8,4.818181818181818
21-22,Getafe,2022-03-05 15:15:00,a,9.516129032258064,6.65625
21-22,Getafe,2022-03-12 20:00:00,h,5.961538461538462,5.923076923076923
21-22,Getafe,2022-03-18 20:00:00,a,17.1875,4.695652173913044
21-22,Getafe,2022-04-02 12:00:00,h,3.769230769230769,7.433333333333334
21-22,Getafe,2022-04-09 19:00:00,a,31.0,8.818181818181818
21-22,Getafe,2022-04-16 19:00:00,h,9.58974358974359,11.933333333333334
21-22,Getafe,2022-04-20 18:00:00,a,19.571428571428573,4.761904761904762
21-22,Getafe,2022-05-02 19:00:00,h,15.608695652173912,5.48
21-22,Getafe,2022-05-08 12:00:00,h,8.486486486486486,8.909090909090908
21-22,Getafe,2022-05-11 17:00:00,a,13.666666666666666,6.066666666666666
21-22,Getafe,2022-05-15 17:30:00,h,32.89473684210526,21.5
21-22,Getafe,2022-05-22 15:30:00,a,21.466666666666665,10.791666666666666
21-22,Atletico Madrid,2021-08-15 15:30:00,a,15.736842105263158,7.333333333333333
21-22,Atletico Madrid,2021-08-22 17:30:00,h,11.756756756756756,16.1875
21-22,Atletico Madrid,2021-08-29 20:00:00,h,13.954545454545455,17.46153846153846
21-22,Atletico Madrid,2021-09-12 12:00:00,a,7.1923076923076925,9.592592592592593
21-22,Atletico Madrid,2021-09-18 14:15:00,h,12.095238095238095,11.727272727272727
21-22,Atletico Madrid,2021-09-21 17:30:00,a,6.3125,12.125
21-22,Atletico Madrid,2021-09-25 12:00:00,a,4.904761904761905,22.733333333333334
21-22,Atletico Madrid,2021-10-02 19:00:00,h,28.285714285714285,15.25
21-22,Atletico Madrid,2021-10-24 19:00:00,h,9.92,16.466666666666665
21-22,Atletico Madrid,2021-10-28 19:30:00,a,10.555555555555555,15.304347826086957
21-22,Atletico Madrid,2021-10-31 15:15:00,h,13.818181818181818,12.842105263157896
21-22,Atletico Madrid,2021-11-07 15:15:00,a,8.615384615384615,11.72
21-22,Atletico Madrid,2021-11-20 17:30:00,h,12.0,14.647058823529411
21-22,Atletico Madrid,2021-11-28 17:30:00,a,9.652173913043478,17.0
21-22,Atletico Madrid,2021-12-04 17:30:00,h,4.0,14.285714285714286
21-22,Atletico Madrid,2021-12-12 20:00:00,a,11.157894736842104,9.863636363636363
21-22,Atletico Madrid,2021-12-18 20:00:00,a,9.0,10.285714285714286
21-22,Atletico Madrid,2021-12-22 20:00:00,a,7.76,9.692307692307692
21-22,Atletico Madrid,2022-01-02 15:15:00,h,9.225806451612904,8.181818181818182
21-22,Atletico Madrid,2022-01-09 20:00:00,a,17.470588235294116,6.827586206896552
21-22,Atletico Madrid,2022-01-22 20:00:00,h,4.5,9.88
21-22,Atletico Madrid,2022-02-06 15:15:00,a,13.05,10.714285714285714
21-22,Atletico Madrid,2022-02-12 20:00:00,h,9.36,9.074074074074074
21-22,Atletico Madrid,2022-02-16 18:00:00,h,11.391304347826088,7.625
21-22,Atletico Madrid,2022-02-19 15:15:00,a,14.5,8.36
21-22,Atletico Madrid,2022-02-26 20:00:00,h,13.821428571428571,10.3
21-22,Atletico Madrid,2022-03-06 20:00:00,a,26.5,6.214285714285714
21-22,Atletico Madrid,2022-03-11 20:00:00,h,8.433333333333334,9.44
21-22,Atletico Madrid,2022-03-19 20:00:00,a,14.722222222222221,8.37037037037037
21-22,Atletico Madrid,2022-04-02 19:00:00,h,15.375,8.428571428571429
21-22,Atletico Madrid,2022-04-09 14:15:00,a,5.769230769230769,21.736842105263158
21-22,Atletico Madrid,2022-04-17 14:15:00,h,14.15,12.818181818181818
21-22,Atletico Madrid,2022-04-20 17:00:00,h,9.19047619047619,14.083333333333334
21-22,Atletico Madrid,2022-04-30 19:00:00,a,9.9,9.15625
21-22,Atletico Madrid,2022-05-08 19:00:00,h,12.107142857142858,19.833333333333332
21-22,Atletico Madrid,2022-05-11 19:30:00,a,13.952380952380953,10.307692307692308
21-22,Atletico Madrid,2022-05-15 17:30:00,h,11.11111111111111,10.833333333333334
21-22,Atletico Madrid,2022-05-22 20:00:00,a,12.1,5.375
21-22,Rayo Vallecano,2021-08-15 20:15:00,a,33.0,5.818181818181818
21-22,Rayo Vallecano,2021-08-22 15:00:00,a,9.962962962962964,5.111111111111111
21-22,Rayo Vallecano,2021-08-29 17:30:00,h,6.612903225806452,7.304347826086956
21-22,Rayo Vallecano,2021-09-11 16:30:00,a,5.535714285714286,9.869565217391305
21-22,Rayo Vallecano,2021-09-18 12:00:00,h,8.733333333333333,5.0
21-22,Rayo Vallecano,2021-09-21 20:00:00,a,5.764705882352941,7.0
21-22,Rayo Vallecano,2021-09-26 16:30:00,h,4.884615384615385,7.147058823529412
21-22,Rayo Vallecano,2021-10-02 12:00:00,a,18.6,5.222222222222222
21-22,Rayo Vallecano,2021-10-17 12:00:00,h,7.16,9.15
21-22,Rayo Vallecano,2021-10-24 16:30:00,a,10.727272727272727,12.666666666666666
21-22,Rayo Vallecano,2021-10-27 17:00:00,h,11.0,4.708333333333333
21-22,Rayo Vallecano,2021-11-01 17:30:00,h,8.625,7.0
21-22,Rayo Vallecano,2021-11-06 20:00:00,a,13.0,17.285714285714285
21-22,Rayo Vallecano,2021-11-22 20:00:00,h,5.655172413793103,4.916666666666667
21-22,Rayo Vallecano,2021-11-27 15:15:00,a,6.142857142857143,7.28
21-22,Rayo Vallecano,2021-12-05 13:00:00,h,5.815789473684211,11.842105263157896
21-22,Rayo Vallecano,2021-12-12 13:00:00,a,10.0,6.096774193548387
21-22,Rayo Vallecano,2021-12-18 13:00:00,h,4.454545454545454,8.857142857142858
21-22,Rayo Vallecano,2022-01-02 15:15:00,a,8.181818181818182,9.225806451612904
21-22,Rayo Vallecano,2022-01-09 13:00:00,h,3.260869565217391,10.583333333333334
21-22,Rayo Vallecano,2022-01-23 17:30:00,h,6.666666666666667,7.333333333333333
21-22,Rayo Vallecano,2022-02-05 17:30:00,a,7.607142857142857,7.709677419354839
21-22,Rayo Vallecano,2022-02-12 17:30:00,h,7.666666666666667,7.678571428571429
21-22,Rayo Vallecano,2022-02-18 20:00:00,a,8.695652173913043,9.551724137931034
21-22,Rayo Vallecano,2022-02-26 17:30:00,h,12.0,11.368421052631579
21-22,Rayo Vallecano,2022-03-06 13:00:00,a,8.842105263157896,7.321428571428571
21-22,Rayo Vallecano,2022-03-13 13:00:00,h,10.875,7.857142857142857
21-22,Rayo Vallecano,2022-03-19 20:00:00,h,8.37037037037037,14.722222222222221
21-22,Rayo Vallecano,2022-04-03 16:30:00,a,7.470588235294118,3.257142857142857
21-22,Rayo Vallecano,2022-04-11 19:00:00,h,7.0,8.814814814814815
21-22,Rayo Vallecano,2022-04-16 14:15:00,a,4.782608695652174,13.263157894736842
21-22,Rayo Vallecano,2022-04-21 17:00:00,a,9.862068965517242,8.95
21-22,Rayo Vallecano,2022-04-24 19:00:00,a,12.32258064516129,6.476190476190476
21-22,Rayo Vallecano,2022-05-01 16:30:00,h,10.74074074074074,18.5
21-22,Rayo Vallecano,2022-05-08 12:00:00,a,8.909090909090908,8.486486486486486
21-22,Rayo Vallecano,2022-05-12 18:00:00,h,6.258064516129032,12.578947368421053
21-22,Rayo Vallecano,2022-05-15 17:30:00,a,13.533333333333333,14.058823529411764
21-22,Rayo Vallecano,2022-05-20 19:00:00,h,6.884615384615385,9.869565217391305
21-22,Valencia,2021-08-13 19:00:00,h,10.15,4.4375
21-22,Valencia,2021-08-21 17:30:00,a,5.894736842105263,8.0
21-22,Valencia,2021-08-27 20:15:00,h,6.733333333333333,8.130434782608695
21-22,Valencia,2021-09-12 14:15:00,a,12.266666666666667,4.96
21-22,Valencia,2021-09-19 19:00:00,h,11.37037037037037,12.7
21-22,Valencia,2021-09-22 17:30:00,a,7.878787878787879,3.9714285714285715
21-22,Valencia,2021-09-25 14:15:00,h,4.75,8.5
21-22,Valencia,2021-10-02 16:30:00,a,5.5,10.5
21-22,Valencia,2021-10-17 19:00:00,a,12.037037037037036,12.125
21-22,Valencia,2021-10-23 12:00:00,h,3.75,7.4
21-22,Valencia,2021-10-27 18:00:00,a,8.107142857142858,3.9523809523809526
21-22,Valencia,2021-10-30 16:30:00,h,12.043478260869565,2.0833333333333335
21-22,Valencia,2021-11-07 15:15:00,h,11.72,8.615384615384615
21-22,Valencia,2021-11-21 20:00:00,a,11.84,6.5
21-22,Valencia,2021-11-27 15:15:00,h,7.28,6.142857142857143
21-22,Valencia,2021-12-05 20:00:00,a,9.7,3.36
21-22,Valencia,2021-12-11 17:30:00,h,6.205128205128205,4.730769230769231
21-22,Valencia,2021-12-20 20:00:00,a,9.714285714285714,4.866666666666666
21-22,Valencia,2021-12-31 15:15:00,h,14.285714285714286,6.7
21-22,Valencia,2022-01-08 20:00:00,a,13.285714285714286,8.235294117647058
21-22,Valencia,2022-01-19 20:30:00,h,9.717948717948717,6.923076923076923
21-22,Valencia,2022-01-22 20:00:00,a,9.88,4.5
21-22,Valencia,2022-02-06 13:00:00,h,7.615384615384615,5.6875
21-22,Valencia,2022-02-13 13:00:00,a,4.8,8.5
21-22,Valencia,2022-02-20 15:15:00,h,7.588235294117647,4.875
21-22,Valencia,2022-02-26 13:00:00,a,10.391304347826088,3.3636363636363638
21-22,Valencia,2022-03-05 17:30:00,h,5.666666666666667,16.09090909090909
21-22,Valencia,2022-03-12 20:00:00,a,5.923076923076923,5.961538461538462
21-22,Valencia,2022-03-19 15:15:00,a,6.115384615384615,5.16
21-22,Valencia,2022-04-03 16:30:00,h,7.818181818181818,5.870967741935484
21-22,Valencia,2022-04-11 19:00:00,a,8.814814814814815,7.0
21-22,Valencia,2022-04-16 16:30:00,h,8.6875,4.857142857142857
21-22,Valencia,2022-04-19 19:30:00,a,11.416666666666666,10.5
21-22,Valencia,2022-04-30 16:30:00,h,16.6,4.045454545454546
21-22,Valencia,2022-05-07 14:15:00,a,10.181818181818182,4.071428571428571
21-22,Valencia,2022-05-10 17:00:00,h,9.357142857142858,6.944444444444445
21-22,Valencia,2022-05-15 17:30:00,a,6.523809523809524,10.0
21-22,Valencia,2022-05-21 15:30:00,h,6.111111111111111,5.24
21-22,Athletic Club,2021-08-16 20:00:00,a,8.241379310344827,12.133333333333333
21-22,Athletic Club,2021-08-21 20:00:00,h,13.214285714285714,6.055555555555555
21-22,Athletic Club,2021-08-28 15:00:00,a,11.826086956521738,4.0606060606060606
21-22,Athletic Club,2021-09-11 19:00:00,h,10.043478260869565,7.043478260869565
21-22,Athletic Club,2021-09-18 14:15:00,a,11.727272727272727,12.095238095238095
21-22,Athletic Club,2021-09-21 20:00:00,h,7.0,5.764705882352941
21-22,Athletic Club,2021-09-25 14:15:00,a,8.5,4.75
21-22,Athletic Club,2021-10-01 19:00:00,h,6.827586206896552,12.777777777777779
21-22,Athletic Club,2021-10-23 19:00:00,h,9.928571428571429,28.22222222222222
21-22,Athletic Club,2021-10-26 19:00:00,a,9.476190476190476,14.8125
21-22,Athletic Club,2021-10-31 20:00:00,a,12.904761904761905,7.111111111111111
21-22,Athletic Club,2021-11-05 20:00:00,h,2.7777777777777777,12.91304347826087
21-22,Athletic Club,2021-11-19 20:00:00,a,9.565217391304348,9.392857142857142
21-22,Athletic Club,2021-11-26 20:00:00,h,6.166666666666667,18.46153846153846
21-22,Athletic Club,2021-12-01 20:00:00,a,14.791666666666666,11.61111111111111
21-22,Athletic Club,2021-12-06 20:00:00,a,7.6,12.9
21-22,Athletic Club,2021-12-11 20:00:00,h,9.206896551724139,18.857142857142858
21-22,Athletic Club,2021-12-19 15:15:00,h,10.333333333333334,10.5
21-22,Athletic Club,2021-12-22 20:30:00,h,9.727272727272727,14.416666666666666
21-22,Athletic Club,2022-01-03 20:00:00,a,16.3125,8.722222222222221
21-22,Athletic Club,2022-01-09 17:30:00,a,4.1923076923076925,8.758620689655173
21-22,Athletic Club,2022-01-23 17:30:00,a,7.333333333333333,6.666666666666667
21-22,Athletic Club,2022-02-07 20:00:00,h,11.12,10.842105263157896
21-22,Athletic Club,2022-02-14 20:00:00,a,7.2105263157894735,8.16
21-22,Athletic Club,2022-02-20 20:00:00,h,11.565217391304348,9.222222222222221
21-22,Athletic Club,2022-02-27 20:00:00,a,18.551724137931036,6.269230769230769
21-22,Athletic Club,2022-03-07 20:00:00,h,14.619047619047619,9.2
21-22,Athletic Club,2022-03-13 15:15:00,a,10.826086956521738,12.4
21-22,Athletic Club,2022-03-18 20:00:00,h,4.695652173913044,17.1875
21-22,Athletic Club,2022-04-03 12:00:00,h,12.115384615384615,8.818181818181818
21-22,Athletic Club,2022-04-09 16:30:00,a,14.346153846153847,8.681818181818182
21-22,Athletic Club,2022-04-17 16:30:00,h,12.347826086956522,7.548387096774194
21-22,Athletic Club,2022-04-21 18:00:00,a,11.428571428571429,10.866666666666667
21-22,Athletic Club,2022-04-30 19:00:00,h,9.15625,9.9
21-22,Athletic Club,2022-05-07 14:15:00,h,4.071428571428571,10.181818181818182
21-22,Athletic Club,2022-05-10 18:00:00,a,9.818181818181818,5.515151515151516
21-22,Athletic Club,2022-05-15 17:30:00,h,19.3125,7.961538461538462
21-22,Athletic Club,2022-05-22 20:00:00,a,12.096774193548388,16.636363636363637
21-22,Barcelona,2021-08-15 18:00:00,h,6.857142857142857,12.0
21-22,Barcelona,2021-08-21 20:00:00,a,6.055555555555555,13.214285714285714
21-22,Barcelona,2021-08-29 15:00:00,h,5.470588235294118,10.534883720930232
21-22,Barcelona,2021-09-20 19:00:00,h,3.24,11.703703703703704
21-22,Barcelona,2021-09-23 20:00:00,a,7.611111111111111,16.57894736842105
21-22,Barcelona,2021-09-26 14:15:00,h,7.818181818181818,13.15625
21-22,Barcelona,2021-10-02 19:00:00,a,15.25,28.285714285714285
21-22,Barcelona,2021-10-17 19:00:00,h,12.125,12.037037037037036
21-22,Barcelona,2021-10-24 14:15:00,h,6.975609756097561,20.0
21-22,Barcelona,2021-10-27 17:00:00,a,4.708333333333333,11.0
21-22,Barcelona,2021-10-30 19:00:00,h,6.0625,35.54545454545455
21-22,Barcelona,2021-11-06 15:15:00,a,10.0,6.833333333333333
21-22,Barcelona,2021-11-20 20:00:00,h,6.258064516129032,16.94736842105263
21-22,Barcelona,2021-11-27 20:00:00,a,13.055555555555555,6.176470588235294
21-22,Barcelona,2021-12-04 15:15:00,h,5.294117647058823,13.814814814814815
21-22,Barcelona,2021-12-12 15:15:00,a,6.35,9.6
21-22,Barcelona,2021-12-18 17:30:00,h,4.419354838709677,17.916666666666668
21-22,Barcelona,2021-12-21 22:30:00,a,8.384615384615385,12.571428571428571
21-22,Barcelona,2022-01-02 20:00:00,a,5.033333333333333,10.620689655172415
21-22,Barcelona,2022-01-08 17:30:00,a,5.653846153846154,13.91304347826087
21-22,Barcelona,2022-01-23 20:00:00,a,6.357142857142857,19.727272727272727
21-22,Barcelona,2022-02-06 15:15:00,h,10.714285714285714,13.05
21-22,Barcelona,2022-02-13 20:00:00,a,7.090909090909091,21.615384615384617
21-22,Barcelona,2022-02-20 15:15:00,a,4.875,7.588235294117647
21-22,Barcelona,2022-02-27 20:00:00,h,6.269230769230769,18.551724137931036
21-22,Barcelona,2022-03-06 15:15:00,a,7.0588235294117645,21.666666666666668
21-22,Barcelona,2022-03-13 20:00:00,h,6.393939393939394,33.53333333333333
21-22,Barcelona,2022-03-20 20:00:00,a,14.318181818181818,24.666666666666668
21-22,Barcelona,2022-04-03 19:00:00,h,9.0625,16.055555555555557
21-22,Barcelona,2022-04-10 19:00:00,a,17.272727272727273,22.5625
21-22,Barcelona,2022-04-18 19:00:00,h,2.6923076923076925,26.142857142857142
21-22,Barcelona,2022-04-21 19:30:00,a,16.35,7.166666666666667
21-22,Barcelona,2022-04-24 19:00:00,h,6.476190476190476,12.32258064516129
21-22,Barcelona,2022-05-01 19:00:00,h,5.607142857142857,19.88235294117647
21-22,Barcelona,2022-05-07 19:00:00,a,7.821428571428571,12.708333333333334
21-22,Barcelona,2022-05-10 19:30:00,h,7.184210526315789,13.565217391304348
21-22,Barcelona,2022-05-15 17:30:00,a,21.5,32.89473684210526
21-22,Barcelona,2022-05-22 20:00:00,h,7.28,36.111111111111114
21-22,Real Madrid,2021-08-14 20:00:00,a,12.5,15.045454545454545
21-22,Real Madrid,2021-08-22 20:00:00,a,8.347826086956522,12.4
21-22,Real Madrid,2021-08-28 20:00:00,a,9.741935483870968,6.970588235294118
21-22,Real Madrid,2021-09-12 19:00:00,h,11.7,18.15
21-22,Real Madrid,2021-09-19 19:00:00,a,12.7,11.37037037037037
21-22,Real Madrid,2021-09-22 20:00:00,h,5.571428571428571,19.470588235294116
21-22,Real Madrid,2021-09-25 19:00:00,h,9.942857142857143,11.68421052631579
21-22,Real Madrid,2021-10-03 14:15:00,a,7.545454545454546,20.0
21-22,Real Madrid,2021-10-24 14:15:00,a,20.0,6.975609756097561
21-22,Real Madrid,2021-10-27 19:30:00,h,7.8,18.57894736842105
21-22,Real Madrid,2021-10-30 12:00:00,a,11.636363636363637,17.6
21-22,Real Madrid,2021-11-06 20:00:00,h,17.285714285714285,13.0
21-22,Real Madrid,2021-11-21 15:15:00,a,16.0,15.5
21-22,Real Madrid,2021-11-28 20:00:00,h,21.333333333333332,20.214285714285715
21-22,Real Madrid,2021-12-01 20:00:00,h,11.61111111111111,14.791666666666666
21-22,Real Madrid,2021-12-04 20:00:00,a,32.0,9.851851851851851
21-22,Real Madrid,2021-12-12 20:00:00,h,9.863636363636363,11.157894736842104
21-22,Real Madrid,2021-12-19 20:00:00,h,3.6,18.8
21-22,Real Madrid,2021-12-22 20:30:00,a,14.416666666666666,9.727272727272727
21-22,Real Madrid,2022-01-02 13:00:00,a,7.0588235294117645,17.0
21-22,Real Madrid,2022-01-08 20:00:00,h,8.235294117647058,13.285714285714286
21-22,Real Madrid,2022-01-23 15:15:00,h,10.263157894736842,19.823529411764707
21-22,Real Madrid,2022-02-06 20:00:00,h,12.625,19.9375
21-22,Real Madrid,2022-02-12 15:15:00,a,10.952380952380953,22.733333333333334
21-22,Real Madrid,2022-02-19 20:00:00,h,6.333333333333333,17.57894736842105
21-22,Real Madrid,2022-02-26 17:30:00,a,11.368421052631579,12.0
21-22,Real Madrid,2022-03-05 20:00:00,h,9.518518518518519,19.733333333333334
21-22,Real Madrid,2022-03-14 20:00:00,a,7.074074074074074,12.384615384615385
21-22,Real Madrid,2022-03-20 20:00:00,h,24.666666666666668,14.318181818181818
21-22,Real Madrid,2022-04-02 16:30:00,a,21.692307692307693,9.222222222222221
21-22,Real Madrid,2022-04-09 19:00:00,h,8.818181818181818,31.0
21-22,Real Madrid,2022-04-17 19:00:00,a,13.380952380952381,12.384615384615385
21-22,Real Madrid,2022-04-20 19:30:00,a,11.277777777777779,19.85
21-22,Real Madrid,2022-04-30 14:15:00,h,15.133333333333333,25.2
21-22,Real Madrid,2022-05-08 19:00:00,a,19.833333333333332,12.107142857142858
21-22,Real Madrid,2022-05-12 19:30:00,h,17.0625,23.0
