Season,Team,Date,h_a,PPDA,OPPDA,Referee
15-16,Levante,2016-01-02 23:30:00,a,7.925925925925926,5.918918918918919,Carlos Clos Gómez
15-16,Levante,2016-01-10 01:05:00,h,10.045454545454543,5.107142857142857,Mario Melero
15-16,Levante,2016-01-16 21:15:00,a,8.96774193548387,6.2,Carlos del Cerro
15-16,Levante,2016-01-25 23:30:00,h,10.588235294117649,5.142857142857143,Carlos Velasco
15-16,Levante,2016-01-31 15:00:00,a,13.0,11.272727272727272,Alfonso Álvarez
15-16,Levante,2016-02-07 15:00:00,h,12.857142857142858,3.642857142857143,Pedro Pérez
15-16,Levante,2016-02-14 21:15:00,a,8.380952380952381,7.354838709677419,Daniel Ask
15-16,Levante,2016-02-19 23:30:00,h,8.173913043478262,5.7407407407407405,José González
15-16,Levante,2016-02-28 15:00:00,a,10.466666666666669,10.137931034482758,Alejandro Hernández
15-16,Levante,2016-03-03 00:00:00,h,11.956521739130435,8.7,Ricardo de Burgos
15-16,Levante,2016-03-06 21:15:00,a,8.56,5.472222222222222,Pedro Pérez
15-16,Levante,2016-03-13 15:00:00,h,8.11111111111111,8.95,Carlos del Cerro
15-16,Levante,2016-03-19 23:30:00,a,10.27777777777778,13.375,Iñaki Bikandi
15-16,Levante,2016-04-04 22:30:00,h,6.625,8.652173913043478,Mario Melero
15-16,Levante,2016-04-10 00:05:00,a,6.9375,7.264705882352941,Eduardo Prieto
15-16,Levante,2016-04-15 22:30:00,h,9.72222222222222,7.88,Alejandro Hernández
15-16,Levante,2016-04-21 23:00:00,a,10.272727272727272,9.75,Santiago Jaime
15-16,Levante,2016-04-24 14:00:00,h,11.38095238095238,9.0,Ignacio Iglesias
15-16,Levante,2016-05-02 22:30:00,a,8.407407407407407,7.5,Iñaki Bikandi
15-16,Levante,2016-05-08 19:00:00,h,12.75,13.958333333333334,José González
15-16,Levante,2016-05-15 21:30:00,a,18.823529411764707,9.25925925925926,Carlos Clos Gómez
15-16,Celta Vigo,2015-08-24 00:00:00,a,4.0344827586206895,28.33333333333333,Ricardo de Burgos
15-16,Celta Vigo,2015-08-30 00:00:00,h,6.21875,30.214285714285715,Juan Martínez
15-16,Celta Vigo,2015-09-13 20:15:00,h,4.0,19.789473684210527,Daniel Ask
15-16,Celta Vigo,2015-09-20 14:00:00,a,5.470588235294118,9.2,Santiago Jaime
15-16,Celta Vigo,2015-09-23 22:00:00,h,7.3428571428571425,7.791666666666667,Alberto Undiano
15-16,Celta Vigo,2015-09-27 00:05:00,a,3.28125,7.568181818181818,Pedro Pérez
15-16,Celta Vigo,2015-10-02 22:30:00,h,3.257142857142857,11.321428571428571,Eduardo Prieto
15-16,Celta Vigo,2015-10-18 14:00:00,a,4.777777777777778,17.94736842105263,José González
15-16,Celta Vigo,2015-10-24 18:00:00,h,6.789473684210527,12.083333333333334,Carlos Clos Gómez
15-16,Celta Vigo,2015-11-01 01:05:00,a,4.592592592592593,10.583333333333334,David Fernández
15-16,Celta Vigo,2015-11-07 19:00:00,h,5.375,7.733333333333333,Iñaki Bikandi
15-16,Celta Vigo,2015-11-22 01:05:00,a,5.25925925925926,7.078947368421052,Alfonso Álvarez
15-16,Celta Vigo,2015-11-29 01:05:00,h,6.0,14.956521739130435,Santiago Jaime
15-16,Celta Vigo,2015-12-06 01:05:00,a,8.375,5.892857142857143,Alejandro Hernández
15-16,Celta Vigo,2015-12-12 21:15:00,h,8.478260869565217,5.666666666666667,David Fernández
15-16,Celta Vigo,2015-12-20 21:15:00,a,5.638888888888889,6.53125,Juan Martínez
15-16,Celta Vigo,2015-12-30 23:30:00,h,5.071428571428571,11.35483870967742,Pedro Pérez
15-16,Celta Vigo,2016-01-03 01:05:00,a,7.125,6.878787878787879,Iñaki Bikandi
15-16,Celta Vigo,2016-01-10 23:30:00,h,4.583333333333333,8.131578947368421,Ricardo de Burgos
15-16,Celta Vigo,2016-01-16 21:15:00,h,6.2,8.96774193548387,Carlos del Cerro
15-16,Celta Vigo,2016-01-24 01:05:00,a,5.7,3.4838709677419355,Santiago Jaime
15-16,Celta Vigo,2016-01-31 21:15:00,a,8.088235294117647,5.394736842105263,José Sánchez
15-16,Celta Vigo,2016-02-07 21:15:00,h,3.4615384615384617,14.91304347826087,Carlos Velasco
15-16,Celta Vigo,2016-02-14 23:30:00,a,9.606060606060606,4.878787878787879,Alejandro Hernández
15-16,Celta Vigo,2016-02-21 01:05:00,h,5.107142857142857,9.27777777777778,Mario Melero
15-16,Celta Vigo,2016-02-27 21:15:00,a,7.52,7.208333333333333,David Fernández
15-16,Celta Vigo,2016-03-02 23:00:00,h,5.392857142857143,20.58823529411765,Santiago Jaime
15-16,Celta Vigo,2016-03-05 19:00:00,a,19.0,9.961538461538462,Jesús Gil
15-16,Celta Vigo,2016-03-12 21:15:00,h,9.22222222222222,6.689655172413793,Juan Martínez
15-16,Celta Vigo,2016-03-20 21:15:00,a,6.0,6.342105263157895,Alberto Undiano
15-16,Celta Vigo,2016-04-03 00:05:00,h,4.6923076923076925,12.826086956521738,David Fernández
15-16,Celta Vigo,2016-04-10 14:00:00,a,6.25,13.476190476190476,Antonio Matéu Lahoz
15-16,Celta Vigo,2016-04-17 00:05:00,h,5.52,22.5,Ricardo de Burgos
15-16,Celta Vigo,2016-04-19 22:00:00,a,4.888888888888889,9.473684210526317,Eduardo Prieto
15-16,Celta Vigo,2016-04-25 22:30:00,h,7.947368421052632,14.318181818181818,Jesús Gil
15-16,Celta Vigo,2016-05-01 14:00:00,a,9.043478260869565,6.36,Daniel Ask
15-16,Celta Vigo,2016-05-08 19:00:00,h,7.538461538461538,12.076923076923077,Carlos del Cerro
15-16,Celta Vigo,2016-05-14 21:30:00,a,7.6923076923076925,8.675675675675675,David Fernández
15-16,Real Betis,2015-08-24 00:30:00,h,2.3125,5.413793103448276,Iñaki Bikandi
15-16,Real Betis,2015-08-30 00:30:00,a,25.76923076923077,5.727272727272728,Alejandro Hernández
15-16,Real Betis,2015-09-13 00:00:00,h,7.884615384615385,5.541666666666667,Alfonso Álvarez
15-16,Real Betis,2015-09-19 20:15:00,a,12.894736842105264,3.807692307692308,Carlos Velasco
15-16,Real Betis,2015-09-25 00:05:00,h,5.68,9.6875,Jesús Gil
15-16,Real Betis,2015-09-27 14:00:00,a,13.952380952380953,6.233333333333333,Juan Martínez
15-16,Real Betis,2015-10-04 14:00:00,a,10.583333333333334,2.911764705882353,Ignacio Iglesias
15-16,Real Betis,2015-10-18 00:05:00,h,4.0,6.588235294117647,Ricardo de Burgos
15-16,Real Betis,2015-10-24 20:15:00,a,5.48,7.181818181818182,Antonio Matéu Lahoz
15-16,Real Betis,2015-11-01 23:30:00,h,6.642857142857143,7.72,José González
15-16,Real Betis,2015-11-08 01:05:00,a,9.095238095238097,3.75,Eduardo Prieto
15-16,Real Betis,2015-11-22 23:30:00,h,11.76,8.185185185185185,Santiago Jaime
15-16,Real Betis,2015-11-27 23:30:00,a,8.8,8.714285714285714,José Sánchez
15-16,Real Betis,2015-12-06 01:05:00,h,5.892857142857143,8.375,Alejandro Hernández
15-16,Real Betis,2015-12-13 01:05:00,a,12.56,6.153846153846154,Jesús Gil
15-16,Real Betis,2015-12-19 23:30:00,h,6.066666666666666,3.807692307692308,Carlos Clos Gómez
15-16,Real Betis,2015-12-30 23:30:00,a,11.551724137931034,5.15625,Iñaki Bikandi
15-16,Real Betis,2016-01-03 19:00:00,h,5.709677419354839,7.935483870967742,Eduardo Prieto
15-16,Real Betis,2016-01-09 21:15:00,a,5.176470588235294,5.931034482758621,Alfonso Álvarez
15-16,Real Betis,2016-01-16 23:30:00,a,11.625,9.12121212121212,José González
15-16,Real Betis,2016-01-24 23:30:00,h,12.0,6.484848484848484,Juan Martínez
15-16,Real Betis,2016-01-31 01:05:00,a,22.7,7.527777777777778,Eduardo Prieto
15-16,Real Betis,2016-02-07 19:00:00,h,5.128205128205129,3.8157894736842106,José Sánchez
15-16,Real Betis,2016-02-14 01:05:00,a,7.904761904761905,5.78125,Alberto Undiano
15-16,Real Betis,2016-02-20 23:30:00,h,4.121951219512195,6.0,Alfonso Álvarez
15-16,Real Betis,2016-02-27 23:30:00,h,6.743589743589744,4.206896551724138,Antonio Matéu Lahoz
15-16,Real Betis,2016-03-03 23:30:00,a,10.444444444444445,4.764705882352941,José Sánchez
15-16,Real Betis,2016-03-06 15:00:00,h,15.4375,7.173913043478261,Ignacio Iglesias
15-16,Real Betis,2016-03-13 21:15:00,a,12.428571428571429,6.844444444444444,Santiago Jaime
15-16,Real Betis,2016-03-20 01:05:00,h,5.823529411764706,10.473684210526317,Carlos Clos Gómez
15-16,Real Betis,2016-04-02 18:00:00,a,11.22222222222222,7.102564102564102,José González
15-16,Real Betis,2016-04-10 00:05:00,h,7.264705882352941,6.9375,Eduardo Prieto
15-16,Real Betis,2016-04-17 00:05:00,a,22.5,5.52,Ricardo de Burgos
15-16,Real Betis,2016-04-19 23:00:00,h,13.304347826086955,16.6,Iñaki Bikandi
15-16,Real Betis,2016-04-24 18:00:00,a,11.736842105263158,4.3,Carlos Velasco
15-16,Real Betis,2016-04-30 22:30:00,h,36.0,5.2,Antonio Matéu Lahoz
15-16,Real Betis,2016-05-08 19:00:00,a,26.5,5.942857142857143,Juan Martínez
15-16,Real Betis,2016-05-15 21:30:00,h,8.047619047619047,9.21875,Jesús Gil
15-16,Villarreal,2015-08-24 00:30:00,a,5.413793103448276,2.3125,Iñaki Bikandi
15-16,Villarreal,2015-08-28 22:30:00,h,6.1875,12.761904761904765,Carlos Velasco
15-16,Villarreal,2015-09-13 14:00:00,a,4.945945945945946,5.0,Jesús Gil
15-16,Villarreal,2015-09-20 20:15:00,h,6.696969696969697,8.588235294117647,Carlos Clos Gómez
15-16,Villarreal,2015-09-24 00:00:00,a,7.8,4.282051282051282,Ricardo de Burgos
15-16,Villarreal,2015-09-26 22:30:00,h,12.19047619047619,10.827586206896552,David Fernández
15-16,Villarreal,2015-10-04 20:15:00,a,6.4,8.96,Alfonso Álvarez
15-16,Villarreal,2015-10-18 14:00:00,h,17.94736842105263,4.777777777777778,José González
15-16,Villarreal,2015-10-25 19:00:00,a,8.538461538461538,9.555555555555555,Daniel Ask
15-16,Villarreal,2015-10-31 21:15:00,h,6.67741935483871,7.88,José Sánchez
15-16,Villarreal,2015-11-08 19:00:00,a,9.96774193548387,6.241379310344827,Carlos Clos Gómez
15-16,Villarreal,2015-11-22 19:00:00,h,4.730769230769231,11.416666666666666,Eduardo Prieto
15-16,Villarreal,2015-11-29 15:00:00,a,4.242424242424242,11.476190476190476,José González
15-16,Villarreal,2015-12-06 19:00:00,h,7.193548387096774,5.387096774193548,Daniel Ask
15-16,Villarreal,2015-12-13 23:30:00,h,18.6875,7.217391304347826,Alberto Undiano
15-16,Villarreal,2015-12-20 21:15:00,a,10.774193548387096,14.333333333333334,Carlos del Cerro
15-16,Villarreal,2015-12-31 19:00:00,h,6.40625,9.08,Alfonso Álvarez
15-16,Villarreal,2016-01-03 21:15:00,a,13.578947368421051,6.54054054054054,David Fernández
15-16,Villarreal,2016-01-10 15:00:00,h,10.26086956521739,8.1875,Jesús Gil
15-16,Villarreal,2016-01-16 23:30:00,h,9.12121212121212,11.625,José González
15-16,Villarreal,2016-01-23 21:15:00,a,9.076923076923077,11.076923076923077,Pedro Pérez
15-16,Villarreal,2016-01-30 23:30:00,h,6.741935483870968,10.571428571428571,Carlos del Cerro
15-16,Villarreal,2016-02-06 23:30:00,a,10.25,4.903225806451613,Mario Melero
15-16,Villarreal,2016-02-13 21:15:00,h,9.12,8.413793103448276,Iñaki Bikandi
15-16,Villarreal,2016-02-21 23:30:00,a,7.857142857142857,6.235294117647059,Eduardo Prieto
15-16,Villarreal,2016-02-28 15:00:00,h,10.137931034482758,10.466666666666669,Alejandro Hernández
15-16,Villarreal,2016-03-02 23:00:00,a,20.58823529411765,5.392857142857143,Santiago Jaime
15-16,Villarreal,2016-03-05 21:15:00,h,9.545454545454543,16.736842105263158,Carlos Clos Gómez
15-16,Villarreal,2016-03-13 19:00:00,a,14.27777777777778,8.045454545454545,Carlos Velasco
15-16,Villarreal,2016-03-20 19:00:00,h,15.56,7.043478260869565,José Sánchez
15-16,Villarreal,2016-04-03 20:15:00,a,8.076923076923077,6.542857142857143,Carlos del Cerro
15-16,Villarreal,2016-04-10 20:15:00,h,6.689655172413793,7.678571428571429,Alberto Undiano
15-16,Villarreal,2016-04-17 20:15:00,a,14.384615384615383,4.212121212121212,Ignacio Iglesias
15-16,Villarreal,2016-04-21 00:00:00,a,15.636363636363637,12.1,Carlos Clos Gómez
15-16,Villarreal,2016-04-24 22:30:00,h,9.575757575757576,8.571428571428571,David Fernández
15-16,Villarreal,2016-05-01 22:30:00,a,10.037037037037036,9.827586206896552,Carlos del Cerro
15-16,Villarreal,2016-05-08 19:00:00,h,8.142857142857142,28.83333333333333,Daniel Ask
15-16,Villarreal,2016-05-15 21:30:00,a,13.666666666666666,10.21875,Alberto Undiano
15-16,Granada,2015-08-24 22:30:00,h,6.482758620689655,9.166666666666666,Ignacio Iglesias
15-16,Granada,2015-08-31 00:30:00,a,7.576923076923077,5.318181818181818,Eduardo Prieto
15-16,Granada,2015-09-13 14:00:00,h,5.0,4.945945945945946,Jesús Gil
15-16,Granada,2015-09-19 18:00:00,a,11.727272727272728,5.241379310344827,Juan Martínez
15-16,Granada,2015-09-23 00:00:00,h,5.5625,7.291666666666667,Daniel Ask
15-16,Granada,2015-09-25 22:30:00,a,3.0434782608695654,8.375,Carlos Clos Gómez
15-16,Granada,2015-10-03 20:15:00,h,6.047619047619048,5.96969696969697,Iñaki Bikandi
15-16,Granada,2015-10-19 22:30:00,a,9.633333333333333,5.136363636363637,Alfonso Álvarez
15-16,Granada,2015-10-24 20:15:00,h,7.181818181818182,5.48,Antonio Matéu Lahoz
15-16,Granada,2015-11-01 19:00:00,a,4.2,4.290322580645161,Alejandro Hernández
15-16,Granada,2015-11-07 23:30:00,a,6.285714285714286,11.478260869565217,Jesús Gil
15-16,Granada,2015-11-22 21:15:00,h,8.966666666666667,2.942857142857143,Carlos del Cerro
15-16,Granada,2015-11-28 23:30:00,a,3.851851851851852,8.652173913043478,Daniel Ask
15-16,Granada,2015-12-05 21:15:00,h,11.214285714285714,9.821428571428571,Eduardo Prieto
15-16,Granada,2015-12-12 21:15:00,a,4.5,4.040816326530612,Iñaki Bikandi
15-16,Granada,2015-12-20 21:15:00,h,6.53125,5.638888888888889,Juan Martínez
15-16,Granada,2015-12-31 00:00:00,a,9.517241379310343,8.409090909090908,Santiago Jaime
15-16,Granada,2016-01-03 19:00:00,h,8.0,6.833333333333333,Alberto Undiano
15-16,Granada,2016-01-09 19:00:00,a,12.692307692307692,4.823529411764706,Carlos Velasco
15-16,Granada,2016-01-18 23:30:00,a,8.7,6.84,José Sánchez
15-16,Granada,2016-01-23 23:30:00,h,6.485714285714286,8.416666666666666,Ricardo de Burgos
15-16,Granada,2016-01-30 23:30:00,a,10.571428571428571,6.741935483870968,Carlos del Cerro
15-16,Granada,2016-02-07 23:30:00,h,9.35,8.0,Jesús Gil
15-16,Granada,2016-02-14 15:00:00,a,4.628571428571429,5.96969696969697,José González
15-16,Granada,2016-02-21 21:15:00,h,7.696969696969697,9.033333333333331,Iñaki Bikandi
15-16,Granada,2016-02-28 21:15:00,a,13.36842105263158,5.0,Juan Martínez
15-16,Granada,2016-03-03 23:00:00,h,6.225806451612903,14.1,Daniel Ask
15-16,Granada,2016-03-06 15:00:00,a,7.173913043478261,15.4375,Ignacio Iglesias
15-16,Granada,2016-03-14 23:30:00,h,11.058823529411764,5.133333333333334,José González
15-16,Granada,2016-03-19 21:15:00,h,13.115384615384617,5.636363636363637,Alejandro Hernández
15-16,Granada,2016-04-03 14:00:00,a,14.3125,6.131578947368421,Carlos Velasco
15-16,Granada,2016-04-08 22:30:00,h,8.12,8.576923076923077,Daniel Ask
15-16,Granada,2016-04-17 20:15:00,a,14.736842105263158,4.979166666666667,Eduardo Prieto
15-16,Granada,2016-04-21 23:00:00,h,9.75,10.272727272727272,Santiago Jaime
15-16,Granada,2016-04-25 22:30:00,a,14.318181818181818,7.947368421052632,Jesús Gil
15-16,Granada,2016-05-01 00:05:00,h,12.448275862068966,9.555555555555555,José González
15-16,Granada,2016-05-08 19:00:00,a,14.045454545454543,5.703703703703703,Alberto Undiano
15-16,Granada,2016-05-14 19:00:00,h,17.85,7.863636363636363,Alejandro Hernández
15-16,Eibar,2015-08-24 22:30:00,a,9.166666666666666,6.482758620689655,Ignacio Iglesias
15-16,Eibar,2015-08-30 20:30:00,h,9.714285714285714,6.275862068965517,David Fernández
15-16,Eibar,2015-09-13 22:30:00,a,6.419354838709677,4.774193548387097,Alberto Undiano
15-16,Eibar,2015-09-19 22:30:00,h,10.911764705882351,7.566666666666666,Alejandro Hernández
15-16,Eibar,2015-09-23 22:00:00,a,5.547619047619048,5.5,Carlos Velasco
15-16,Eibar,2015-09-27 00:05:00,h,7.568181818181818,3.28125,Pedro Pérez
15-16,Eibar,2015-10-04 00:00:00,a,8.787878787878787,8.466666666666667,Antonio Matéu Lahoz
15-16,Eibar,2015-10-17 20:15:00,h,8.73076923076923,5.392857142857143,Juan Martínez
15-16,Eibar,2015-10-25 21:15:00,a,13.538461538461538,4.130434782608695,Carlos del Cerro
15-16,Eibar,2015-11-01 15:00:00,h,6.275,7.384615384615385,Alfonso Álvarez
15-16,Eibar,2015-11-07 23:30:00,h,8.3,5.518518518518518,Ignacio Iglesias
15-16,Eibar,2015-11-22 19:00:00,a,11.416666666666666,4.730769230769231,Eduardo Prieto
15-16,Eibar,2015-11-29 19:00:00,h,6.869565217391305,11.153846153846152,Jesús Gil
15-16,Eibar,2015-12-06 15:00:00,a,10.333333333333334,6.473684210526316,Mario Melero
15-16,Eibar,2015-12-13 19:00:00,h,5.105263157894737,5.303030303030303,José González
15-16,Eibar,2015-12-20 01:05:00,a,5.28125,13.0,Daniel Ask
15-16,Eibar,2015-12-30 21:30:00,h,2.909090909090909,7.478260869565218,Carlos Velasco
15-16,Eibar,2016-01-03 19:00:00,a,7.935483870967742,5.709677419354839,Eduardo Prieto
15-16,Eibar,2016-01-10 21:15:00,h,7.074074074074074,5.714285714285714,Santiago Jaime
15-16,Eibar,2016-01-18 23:30:00,h,6.84,8.7,José Sánchez
15-16,Eibar,2016-01-24 15:00:00,a,9.956521739130435,6.769230769230769,Jesús Gil
15-16,Eibar,2016-01-30 21:15:00,h,3.230769230769231,8.181818181818182,Antonio Matéu Lahoz
15-16,Eibar,2016-02-06 19:00:00,a,7.461538461538462,7.285714285714286,David Fernández
15-16,Eibar,2016-02-14 21:15:00,h,7.354838709677419,8.380952380952381,Daniel Ask
15-16,Eibar,2016-02-21 01:05:00,a,9.27777777777778,5.107142857142857,Mario Melero
15-16,Eibar,2016-02-26 23:30:00,h,5.634146341463414,13.538461538461538,Pedro Pérez
15-16,Eibar,2016-03-02 23:00:00,a,7.545454545454546,10.571428571428571,Juan Martínez
15-16,Eibar,2016-03-06 19:00:00,h,15.264705882352942,7.315789473684211,Alberto Undiano
15-16,Eibar,2016-03-13 01:05:00,a,8.0,3.655172413793104,Alfonso Álvarez
15-16,Eibar,2016-03-18 23:30:00,a,4.53125,8.76,Ignacio Iglesias
15-16,Eibar,2016-04-03 20:15:00,h,6.542857142857143,8.076923076923077,Carlos del Cerro
15-16,Eibar,2016-04-09 18:00:00,a,10.1,6.375,José Sánchez
15-16,Eibar,2016-04-16 22:30:00,h,5.75,4.823529411764706,Mario Melero
15-16,Eibar,2016-04-20 22:45:00,a,10.571428571428571,14.31578947368421,Daniel Ask
15-16,Eibar,2016-04-24 00:05:00,h,7.576923076923077,9.72222222222222,Eduardo Prieto
15-16,Eibar,2016-04-29 22:30:00,a,6.258064516129032,11.608695652173912,Alejandro Hernández
15-16,Eibar,2016-05-08 19:00:00,h,5.942857142857143,26.5,Juan Martínez
15-16,Eibar,2016-05-15 21:00:00,a,6.84375,9.0,Mario Melero
16-17,Malaga,2016-08-19 22:45:00,h,5.172413793103448,3.933333333333333,Santiago Jaime
16-17,Malaga,2016-08-27 00:00:00,a,8.12,6.222222222222222,Jesús Gil
16-17,Malaga,2016-09-10 20:15:00,h,8.178571428571429,7.0,Alberto Undiano
16-17,Malaga,2016-09-17 22:45:00,a,10.078947368421051,6.45,José Sánchez
16-17,Malaga,2016-09-20 22:00:00,h,7.625,6.642857142857143,Ignacio Iglesias
16-17,Malaga,2016-09-23 22:45:00,a,6.92,4.428571428571429,Alfonso Álvarez
16-17,Malaga,2016-10-02 20:30:00,h,4.46875,8.107142857142858,Carlos del Cerro
16-17,Malaga,2016-10-16 14:00:00,a,6.393939393939394,5.82051282051282,Alejandro Hernández
16-17,Malaga,2016-10-23 20:30:00,h,8.11111111111111,7.714285714285714,Daniel Trujillo
16-17,Malaga,2016-10-29 20:30:00,a,9.73076923076923,10.08695652173913,Daniel Ask
16-17,Malaga,2016-11-04 23:45:00,h,5.764705882352941,6.814814814814815,Jesús Gil
16-17,Malaga,2016-11-19 19:15:00,a,14.31578947368421,2.269230769230769,Ricardo de Burgos
16-17,Malaga,2016-11-26 16:00:00,h,13.454545454545457,6.0,Iñaki Bikandi
16-17,Malaga,2016-12-04 23:45:00,a,7.857142857142857,7.366666666666666,Ignacio Iglesias
16-17,Malaga,2016-12-09 23:45:00,h,10.304347826086955,8.346153846153847,Alfonso Álvarez
16-17,Malaga,2016-12-17 23:45:00,a,9.307692307692308,8.1,Carlos Clos
16-17,Malaga,2017-01-08 21:30:00,a,7.676470588235294,12.333333333333334,José González
16-17,Malaga,2017-01-16 23:45:00,h,9.633333333333333,6.521739130434782,Antonio Matéu Lahoz
16-17,Malaga,2017-01-21 18:15:00,a,11.35483870967742,11.526315789473683,Jesús Gil
16-17,Malaga,2017-01-27 22:45:00,a,5.95,9.476190476190476,Ricardo de Burgos
16-17,Malaga,2017-02-04 12:00:00,h,5.142857142857143,11.083333333333334,Daniel Ocón
16-17,Malaga,2017-02-12 11:00:00,a,9.24,5.862068965517241,Iñaki Bikandi
16-17,Malaga,2017-02-20 19:45:00,h,7.161290322580645,8.666666666666666,José Sánchez
16-17,Malaga,2017-02-25 19:45:00,a,10.217391304347826,7.380952380952381,Daniel Ask
16-17,Malaga,2017-02-28 20:30:00,h,6.24,8.64,Alejandro Hernández
16-17,Malaga,2017-03-05 19:45:00,a,13.875,5.9,Alfonso Álvarez
16-17,Malaga,2017-03-11 17:30:00,h,7.2592592592592595,12.789473684210526,Alberto Undiano
16-17,Malaga,2017-03-19 11:00:00,a,5.75,9.0,Antonio Matéu Lahoz
16-17,Malaga,2017-04-01 19:45:00,h,6.576923076923077,17.428571428571427,Daniel Trujillo
16-17,Malaga,2017-04-05 19:30:00,a,9.214285714285714,9.22222222222222,José Sánchez
16-17,Malaga,2017-04-08 19:45:00,h,9.382352941176473,4.2368421052631575,Jesús Gil
16-17,Malaga,2017-04-15 12:00:00,a,7.086956521739131,13.0,Alberto Undiano
16-17,Malaga,2017-04-22 12:00:00,h,6.575757575757576,12.238095238095235,Ignacio Iglesias
16-17,Malaga,2017-04-25 19:30:00,a,10.0,12.4,Carlos Clos
16-17,Malaga,2017-05-01 20:00:00,h,9.958333333333334,4.405405405405405,Juan Martínez
16-17,Malaga,2017-05-07 19:45:00,h,13.958333333333334,6.722222222222222,Carlos del Cerro
16-17,Malaga,2017-05-14 19:00:00,a,12.15,11.5,Santiago Jaime
16-17,Malaga,2017-05-21 19:00:00,h,12.91304347826087,18.8,Ricardo de Burgos
16-17,Sevilla,2016-08-21 00:15:00,h,4.12,8.81081081081081,José González
16-17,Sevilla,2016-08-29 00:15:00,a,8.2,8.305555555555555,Carlos del Cerro
16-17,Sevilla,2016-09-10 20:15:00,h,4.84375,16.9375,Juan Martínez
16-17,Sevilla,2016-09-17 20:30:00,a,8.2,6.6571428571428575,Alfonso Álvarez
16-17,Sevilla,2016-09-21 00:00:00,h,3.9743589743589753,6.171428571428572,Daniel Ask
16-17,Sevilla,2016-09-24 20:30:00,a,5.809523809523809,13.51851851851852,Alejandro Hernández
16-17,Sevilla,2016-10-01 18:15:00,h,3.68,12.636363636363637,Antonio Matéu Lahoz
16-17,Sevilla,2016-10-15 15:00:00,a,4.9,7.116279069767442,Daniel Ocón
16-17,Sevilla,2016-10-23 18:15:00,h,6.846153846153846,10.821428571428571,Juan Martínez
16-17,Sevilla,2016-10-29 15:00:00,a,7.352941176470588,10.576923076923077,Ignacio Iglesias
16-17,Sevilla,2016-11-06 23:45:00,h,9.129032258064516,7.1891891891891895,Santiago Jaime
16-17,Sevilla,2016-11-19 16:00:00,a,5.047619047619048,14.55,Antonio Matéu Lahoz
16-17,Sevilla,2016-11-26 23:45:00,h,4.903225806451613,8.378378378378379,Carlos del Cerro
16-17,Sevilla,2016-12-03 16:00:00,a,7.24,13.782608695652174,José González
16-17,Sevilla,2016-12-11 19:15:00,a,7.875,7.225806451612903,Alberto Undiano
16-17,Sevilla,2016-12-17 23:45:00,h,8.1,9.307692307692308,Carlos Clos
16-17,Sevilla,2017-01-07 23:45:00,a,10.333333333333334,6.852941176470588,Juan Martínez
16-17,Sevilla,2017-01-15 23:45:00,h,7.787878787878788,12.035714285714286,Alejandro Hernández
16-17,Sevilla,2017-01-22 14:00:00,a,9.3,7.53125,Daniel Ask
16-17,Sevilla,2017-01-29 18:15:00,a,9.3,12.576923076923077,Iñaki Bikandi
16-17,Sevilla,2017-02-05 11:00:00,h,8.727272727272727,19.352941176470587,Alberto Undiano
16-17,Sevilla,2017-02-12 17:30:00,a,7.914285714285715,7.484848484848484,Ricardo de Burgos
16-17,Sevilla,2017-02-18 19:45:00,h,7.55,6.8108108108108105,Alfonso Álvarez
16-17,Sevilla,2017-02-25 15:15:00,a,5.5,6.172413793103448,Carlos del Cerro
16-17,Sevilla,2017-03-02 20:30:00,h,8.125,4.888888888888889,Daniel Ocón
16-17,Sevilla,2017-03-06 19:45:00,a,6.0,8.5625,Daniel Trujillo
16-17,Sevilla,2017-03-11 15:15:00,h,6.227272727272728,7.829268292682927,José González
16-17,Sevilla,2017-03-19 15:15:00,a,10.866666666666667,11.392857142857142,Jesús Gil
16-17,Sevilla,2017-04-02 11:00:00,h,4.0,8.114285714285714,Iñaki Bikandi
16-17,Sevilla,2017-04-05 18:30:00,a,10.689655172413794,8.727272727272727,Carlos Clos
16-17,Sevilla,2017-04-08 17:30:00,h,4.194444444444445,8.72,Santiago Jaime
16-17,Sevilla,2017-04-16 15:15:00,a,7.785714285714286,11.28125,José González
16-17,Sevilla,2017-04-21 20:00:00,h,5.789473684210527,30.08333333333333,Daniel Trujillo
16-17,Sevilla,2017-04-27 19:30:00,h,5.466666666666667,16.352941176470587,Jesús Gil
16-17,Sevilla,2017-05-01 20:00:00,a,4.405405405405405,9.958333333333334,Juan Martínez
16-17,Sevilla,2017-05-05 20:00:00,h,7.21875,9.8,José González
16-17,Sevilla,2017-05-14 19:00:00,a,12.363636363636363,10.033333333333331,Alberto Undiano
16-17,Sevilla,2017-05-20 20:00:00,h,5.466666666666667,23.428571428571427,Carlos del Cerro
16-17,Deportivo La Coruna,2016-08-20 00:00:00,h,16.083333333333332,6.6875,Mario Melero
16-17,Deportivo La Coruna,2016-08-26 22:45:00,a,10.136363636363637,4.666666666666667,Carlos Clos
16-17,Deportivo La Coruna,2016-09-11 22:30:00,h,6.346153846153846,13.833333333333334,Daniel Ask
16-17,Deportivo La Coruna,2016-09-19 22:45:00,a,13.875,11.521739130434783,Juan Martínez
16-17,Deportivo La Coruna,2016-09-22 22:00:00,h,4.454545454545454,8.357142857142858,Alberto Undiano
